ID	hep_mean	hep_wssv_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	hep_1	hep_2	hep_3	hep_wssv_1	hep_wssv_2	hep_wssv_3	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized	Expression
XM_027354506.1	2894.87598007337	78940.0816989896	-2.27342856474575	0.999998183716405	-4.76918456446683	1.81628359530173e-06	4.76918456446683	4794	3033	3878	19143	40414	81434	3482.06886167615	2571.43548481831	2631.12359372566	18750.6608901831	48262.1338317119	169807.450375074	Down_hep_Up_hep_wssv
XM_027354507.1	1434.22276481547	163.497925384162	1.63616716891996	0.99288891091321	3.13292488750396	0.00711108908678981	-3.13292488750396	2414	1536	1838	168	18	146	1753.38219275891	1302.2502158526	1247.0358858349	164.556810821228	21.4954819857182	304.441483345541	Up_hep_Down_hep_wssv
XM_027354543.1	134.887458019728	38.9157640818513	0.859090125063897	0.988354807726838	1.79332962244315	0.0116451922731624	-1.79332962244315	184	126	242	40	44	12	133.646364319652	106.825213019158	164.190796720374	39.1801930526733	52.5445115206444	25.0225876722362	Up_hep_Down_hep_wssv
XM_027354550.1	81.7345534000798	6.10429202727002	1.26561353828179	0.994522582156671	3.74305022175068	0.005477417843329	-3.74305022175068	162	60	113	12	2	2	117.666907716215	50.8691490567421	76.6676034272819	11.754057915802	2.38838688730202	4.17043127870604	Up_hep_Down_hep_wssv
XM_027354551.1	61.8894864596193	6.42359713840167	0.81038807985773	0.989291192204279	3.26824103004035	0.0107088077957208	-3.26824103004035	130	38	87	18	0	0	94.4240617475802	32.2171277359367	59.027269895341	17.631086873703	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027354581.1	385.539934445399	1127.27267332428	-1.18641351413863	0.996471701428798	-1.54788431965388	0.0035282985712024	1.54788431965388	513	507	522	927	961	636	372.611874434682	429.844309529471	354.163619372046	908.000973995704	1147.61989934862	1326.19714662852	Down_hep_Up_hep_wssv
XM_027354622.1	1377.69250034006	4579.65126541785	-2.06963174141933	0.999999999994657	-1.73298382731659	5.34294830600857e-12	1.73298382731659	1352	2249	1834	4610	3470	2436	982.010242174834	1906.74527047688	1244.32198836845	4515.5172493206	4143.851249469	5079.58529746396	Down_hep_Up_hep_wssv
XM_027354644.1	2225.23855867866	717.089666530084	1.61883295993316	0.993546412015314	1.63373457657187	0.00645358798468598	-1.63373457657187	3058	2923	2913	624	668	356	2221.14446787769	2478.17537821429	1976.395829944	611.211011621704	797.721220358875	742.336767609675	Up_hep_Down_hep_wssv
XM_027354676.1	2378.36989454997	8127.60127122582	-1.68740123896144	0.999992101664676	-1.77285652042776	7.89833532377493e-06	1.77285652042776	1916	4376	2997	5210	6532	5505	1391.66540237203	3710.05660453839	2033.3876767395	5103.2201451107	7800.4715739284	11479.1120946384	Down_hep_Up_hep_wssv
XM_027354730.1	185.149227295035	811.084456823642	-1.05125115849786	0.991984675581976	-2.13116361905348	0.00801532441802433	2.13116361905348	146	318	265	1347	360	328	106.045484731898	269.606490000733	179.795707152475	1319.39300104877	429.909639714364	683.95072970779	Down_hep_Up_hep_wssv
XM_027354731.1	176.040921547414	645.8947608997	-0.944175729605487	0.994031989977464	-1.87538828886689	0.00596801002253644	1.87538828886689	163	252	289	1072	319	243	118.393246652735	213.650426038317	196.07909195119	1050.02917381164	380.947708524672	506.707400362784	Down_hep_Up_hep_wssv
XM_027354732.1	159.588687522909	657.623208445062	-1.04330513956361	0.992676900184998	-2.04290282520023	0.00732309981500179	2.04290282520023	177	213	250	1090	311	256	128.561991764013	180.585479151434	169.618591653279	1067.66026068535	371.394160975464	533.815203674373	Down_hep_Up_hep_wssv
XM_027354734.1	141.065738990983	667.69082342237	-1.07756374526397	0.992173945316368	-2.2428125730038	0.00782605468363162	2.2428125730038	143	223	192	1147	307	246	103.866467922338	189.063670660892	130.267078389718	1123.49203578541	366.61738720086	512.963047280843	Down_hep_Up_hep_wssv
XM_027354782.1	227.926762324293	49.3802738543634	1.19871023437098	0.994005942400714	2.20656358795823	0.00599405759928606	-2.20656358795823	360	190	385	52	36	26	261.482017147145	161.085638679683	261.212631146049	50.9342509684753	42.9909639714364	54.2156066231785	Up_hep_Down_hep_wssv
XM_027354784.1	7137.30921148727	24285.2677356187	-3.69528473780588	1	-1.76662921040024	0	1.76662921040024	10831	8461	9391	20814	20484	13431	7866.97702144647	7173.39783615158	6371.55277686376	20387.4134549586	24461.8584997473	28006.5312521504	Down_hep_Up_hep_wssv
XM_027354796.1	294.641391664762	75.663130172784	1.01059440088259	0.996056173438435	1.96129774975448	0.00394382656156489	-1.96129774975448	336	353	502	102	68	22	244.049882670669	299.280160283833	340.594132039783	99.9094922843169	81.2051541682687	45.8747440657664	Up_hep_Down_hep_wssv
XM_027354797.1	324.772632929328	88.5775420158968	0.92332627663327	0.989484220507881	1.87441719968266	0.0105157794921195	-1.87441719968266	371	324	634	130	67	28	269.471745448863	274.693404906407	430.152748432715	127.335627421188	80.0109607246177	58.3860379018845	Up_hep_Down_hep_wssv
XM_027354798.1	299.48451187653	90.2831847221778	0.824293018205083	0.989011603778789	1.72995217927776	0.0109883962212114	-1.72995217927776	370	313	537	130	87	19	268.745406512344	265.367394246005	364.340734871242	127.335627421188	103.894829597638	39.6190971477074	Up_hep_Down_hep_wssv
XM_027354799.1	285.984306932266	71.2251857057156	0.929352427231271	0.989779985003868	2.00547659969389	0.0102200149961318	-2.00547659969389	353	299	513	103	70	14	256.397644591506	253.497926132765	348.057350072528	100.888997110634	83.5935410555707	29.1930189509423	Up_hep_Down_hep_wssv
XM_027354801.1	327.777824583166	93.6495046458218	0.900103070891838	0.990067272777163	1.80737498538989	0.00993272722283656	-1.80737498538989	340	386	603	137	74	28	246.955238416748	327.258192265041	409.120043067708	134.192161205406	88.3703148301747	58.3860379018845	Up_hep_Down_hep_wssv
XM_027354802.1	321.095829330476	81.9295329996315	1.07614129384201	0.993577415712144	1.97054842965516	0.0064225842878558	-1.97054842965516	371	343	594	106	63	32	269.471745448863	290.801968774376	403.01377376819	103.827511589584	75.2341869500136	66.7269004592966	Up_hep_Down_hep_wssv
XM_027354803.1	288.303335638575	68.2779806144946	1.0751797446044	0.993610923831006	2.07809523370949	0.00638907616899376	-2.07809523370949	307	301	570	80	64	24	222.986053511593	255.193564434656	386.730388969475	78.3603861053466	76.4283803936646	50.0451753444725	Up_hep_Down_hep_wssv
XM_027354804.1	319.902410528657	74.733676401335	1.06202702584478	0.994348021201719	2.09780146330223	0.00565197879828061	-2.09780146330223	413	318	575	90	79	20	299.977980782697	269.606490000733	390.122760802541	88.1554343685149	94.3412820484298	41.7043127870604	Up_hep_Down_hep_wssv
XM_027354805.1	12.1080739948762	104.360724008762	-0.969375622073422	0.994349440769283	-3.10753755606853	0.00565055923071722	3.10753755606853	36	4	10	161	69	35	26.1482017147145	3.39127660378281	6.78474366613114	157.70027703701	82.3993476119197	72.9825473773557	Down_hep_Up_hep_wssv
XM_027354808.1	122.696068168818	36.9512987994784	0.754596976522354	0.987931666657461	1.73139203856347	0.0120683333425389	-1.73139203856347	210	103	189	55	32	9	152.531176669168	87.3253725474073	128.231655289879	53.8727654474258	38.2141901968323	18.7669407541772	Up_hep_Down_hep_wssv
XM_027354816.1	225.350086625283	37.1932016174002	1.26629624747348	0.994520966961892	2.59905715800084	0.00547903303810815	-2.59905715800084	319	192	415	36	22	24	231.702120749831	162.781276981575	281.566862144442	35.262173747406	26.2722557603222	50.0451753444725	Up_hep_Down_hep_wssv
XM_027354901.1	177.647906434709	0.70981898488681	3.07894020148961	1	7.96735381001934	1.11022302462516e-16	-7.96735381001934	165	340	184	0	0	0	119.845924525775	288.258511321539	124.839283456813	0.489752413158416	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027354910.1	583.27607715906	2642.1868253164	-1.57965797589215	0.999957643584403	-2.17948167222684	4.23564155965783e-05	2.17948167222684	716	1112	423	3346	1466	1390	520.058678548211	942.77489585162	286.994657077347	3277.42314885612	1750.68758839238	2898.4497387007	Down_hep_Up_hep_wssv
XM_027354985.1	223.287947703663	1024.54037642841	-1.14195283915842	0.993905837650629	-2.19799955430267	0.00609416234937055	2.19799955430267	342	169	410	1072	1368	187	248.407916289788	143.281436509824	278.174490311377	1050.02917381164	1633.65663091458	389.935324559015	Down_hep_Up_hep_wssv
XM_027354994.1	62.0664582940577	201.111411387763	-0.928845847862576	0.992015397249151	-1.6961092161271	0.00798460275084856	1.6961092161271	67	95	84	204	179	91	48.6647087468298	80.5428193398417	56.9918467955016	199.818984568634	213.760626413531	189.754623181125	Down_hep_Up_hep_wssv
XM_027354997.1	22.7128367081942	108.845699261266	-0.998562047544096	0.996549254872058	-2.26070459744767	0.00345074512794219	2.26070459744767	24	35	31	143	109	27	17.4321344764763	29.6736702830996	21.0327053650065	140.069190163307	130.16708535796	56.3008222625315	Down_hep_Up_hep_wssv
XM_027355026.1	350.675044531011	111.752128819014	0.680733921181993	0.982068924867172	1.64983245192119	0.0179310751328281	-1.64983245192119	436	456	514	226	36	34	316.683776322654	386.60553283124	348.735824439141	221.368090747604	42.9909639714364	70.8973317380027	Up_hep_Down_hep_wssv
XM_027355033.1	2138.37164937427	19507.473369578	-1.69060250506733	0.999995714914072	-3.18944240990493	4.28508592809074e-06	3.18944240990493	1733	2608	4341	12045	4497	19832	1258.7453769889	2211.11234566639	2945.25722546753	11798.1356329862	5370.28791609859	41353.9965596491	Down_hep_Up_hep_wssv
XM_027355035.1	199.530586933574	7.60988586476962	1.74826055641326	0.995148825936523	4.71259129439142	0.00485117406347713	-4.71259129439142	197	338	249	2	7	6	143.08877049441	286.562873019647	168.940117286665	1.95900965263367	8.35935410555707	12.5112938361181	Up_hep_Down_hep_wssv
XM_027355045.1	112.705616609838	13.2909645067529	1.3779837397757	0.994762960033642	3.08404170516232	0.00523703996635838	-3.08404170516232	165	103	193	20	10	4	119.845924525775	87.3253725474073	130.945552756331	19.5900965263367	11.9419344365101	8.34086255741208	Up_hep_Down_hep_wssv
XM_027355067.1	98.2461218217976	9.58146996943813	1.27788195382782	0.995194811335081	3.35808154602927	0.0048051886649193	-3.35808154602927	180	87	133	5	6	8	130.741008573573	73.7602661322761	90.2370907595442	4.89752413158416	7.16516066190606	16.6817251148242	Up_hep_Down_hep_wssv
XM_027355068.1	51.0243694457982	12.0690953961434	1.03350355384963	0.996417493720181	2.07986890153828	0.0035825062798186	-2.07986890153828	94	44	70	12	10	6	68.2758600328657	37.3040426416109	47.493205662918	11.754057915802	11.9419344365101	12.5112938361181	Up_hep_Down_hep_wssv
XM_027355112.1	198.365879372661	43.1980083519955	1.10505203591232	0.994495163523711	2.19912718773038	0.00550483647628885	-2.19912718773038	293	146	381	44	41	18	212.817308400315	123.781596038072	258.498733679597	43.0982123579406	48.9619311896914	37.5338815083544	Up_hep_Down_hep_wssv
XM_027355167.1	39074.3079930265	116344.541854846	-4.44158403638069	1	-1.57411130186644	0	1.57411130186644	53952	46796	56540	100321	98931	63603	39187.4383031188	39674.5449876551	38360.9406883055	98264.903680931	118142.751573838	132625.97030977	Down_hep_Up_hep_wssv
XM_027355277.1	346.187741427541	26.6546022095546	1.42371548714031	0.990702352285724	3.69909808277481	0.00929764771427644	-3.69909808277481	834	256	318	11	30	16	605.766673057553	217.0417026421	215.75484858297	10.7745530894852	35.8258033095303	33.3634502296483	Up_hep_Down_hep_wssv
XM_027355282.1	593.151908187265	66.1925502620421	1.23424283462921	0.996179031009004	3.16366087007076	0.00382096899099582	-3.16366087007076	401	1384	464	53	39	48	291.261913544459	1173.38170490885	314.812106108485	51.9137557947921	46.5735443023894	100.090350688945	Up_hep_Down_hep_wssv
XM_027355284.1	376.609720763951	55.5259263242308	1.1136406016491	0.995400876793616	2.76183677699838	0.00459912320638423	-2.76183677699838	313	822	303	41	43	36	227.344087130712	696.907342077367	205.577733083774	40.1596978789901	51.3503180769934	75.0677630167087	Up_hep_Down_hep_wssv
XM_027355296.1	3713.39444025019	1277.30496696868	1.71248686910369	0.993508322149872	1.53963554639193	0.00649167785012761	-1.53963554639193	6315	3830	4873	1484	1012	561	4586.83038412284	3247.14734812204	3306.20558850571	1453.58516225418	1208.52376497482	1169.80597367704	Up_hep_Down_hep_wssv
XM_027355316.1	449.929276722682	1.85257461558978	2.66932636705018	1	7.92402278465515	0	-7.92402278465515	579	375	901	4	0	0	420.550244244992	317.932181604638	611.305404318416	3.91801930526733	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027355389.1	170.824395712929	42.2162235160613	0.836124406861384	0.988496451541606	2.01664459112073	0.0115035484583935	-2.01664459112073	289	140	271	24	27	34	209.911952654236	118.694681132398	183.866553352154	23.508115831604	32.2432229785773	70.8973317380027	Up_hep_Down_hep_wssv
XM_027355398.1	86.1248830995922	28.9257204756793	0.883230684561667	0.990248569603103	1.57407722547546	0.00975143039689719	-1.57407722547546	129	83	139	28	27	13	93.6977228110604	70.3689895284932	94.3079369592229	27.4261351368713	32.2432229785773	27.1078033115893	Up_hep_Down_hep_wssv
XM_027355405.1	299.321416658097	98.614186981306	0.842511709011155	0.98820634338567	1.60182839058169	0.0117936566143302	-1.60182839058169	332	413	452	71	76	65	241.144526924589	350.149309340575	306.670413709128	69.5448426684951	90.7587017174768	135.539016557946	Up_hep_Down_hep_wssv
XM_027355416.1	109.159502957605	0.908851225495312	2.73362231515109	1	6.9081778636756	0	-6.9081778636756	187	58	210	0	1	0	135.825381129212	49.1735107548507	142.479616988754	0.489752413158416	1.19419344365101	1.04260781967651	Up_hep_Down_hep_wssv
XM_027355419.1	182.91121176826	55.7660105989061	0.681737687309197	0.98208333256982	1.71368553761993	0.0179166674301799	-1.71368553761993	232	226	278	29	29	50	168.510633272605	191.607128113729	188.615873918446	28.4056399631881	34.6316098658793	104.260781967651	Up_hep_Down_hep_wssv
XM_027355445.1	1031.21841231292	105.108063004923	1.33830701154817	0.998920055572107	3.29440467816884	0.00107994442789328	-3.29440467816884	1833	843	1544	258	21	18	1331.37927064088	714.711544247227	1047.56442205065	252.712245189743	25.0780623166712	37.5338815083544	Up_hep_Down_hep_wssv
XM_027355446.1	34.2250007489414	4.18505500717275	0.908340246480565	0.989641269188419	3.03173208266731	0.0103587308115812	-3.03173208266731	51	39	48	2	8	0	37.0432857625122	33.0649468868824	32.5667695974295	1.95900965263367	9.55354754920808	1.04260781967651	Up_hep_Down_hep_wssv
XM_027355478.1	168.605636942111	30.5069757384873	0.861537172874578	0.988526712164478	2.46644169748804	0.0114732878355219	-2.46644169748804	228	158	304	27	51	2	165.605277526525	133.955425849421	206.256207450387	26.4466303105545	60.9038656262015	4.17043127870604	Up_hep_Down_hep_wssv
XM_027355483.1	349.842886452853	3866.93288712077	-1.87477566502598	0.999870177739117	-3.46641066386819	0.000129822260883317	3.46641066386819	136	494	784	6932	1797	1278	98.7820953666993	418.822660567177	531.923903424682	6789.92745602828	2145.96561824086	2664.90558709316	Down_hep_Up_hep_wssv
XM_027355491.1	76.9637534848868	23.2471685965848	0.863376384657065	0.988674048406604	1.72712414738329	0.0113259515933962	-1.72712414738329	104	68	144	24	23	9	75.5392493980642	57.6517022643077	97.7003087922885	23.508115831604	27.4664492039732	18.7669407541772	Up_hep_Down_hep_wssv
XM_027355512.1	135.669344342607	4783.16325983541	-3.017492991109	1	-5.13979836118735	0	5.13979836118735	42	188	320	5357	2375	3005	30.5062353338336	159.390000377792	217.111797316197	5247.20735457927	2836.20942867115	6266.07299625582	Down_hep_Up_hep_wssv
XM_027355534.1	436.17878853032	93.9673156423236	1.25419138341159	0.995024040399966	2.21468867206246	0.00497595960003372	-2.21468867206246	621	408	754	124	68	38	451.056479578825	345.910213585846	511.569672426288	121.458598463287	81.2051541682687	79.2381942954147	Up_hep_Down_hep_wssv
XM_027355535.1	402.245612002958	77.0987329278138	1.14657105694306	0.996943840108077	2.38329762742825	0.00305615989192276	-2.38329762742825	521	376	751	89	91	17	378.422585926841	318.780000755584	509.534249326449	87.1759295421981	108.671603372242	35.4486658690013	Up_hep_Down_hep_wssv
XM_027355536.1	388.854066331523	88.9023804321127	1.15306732048838	0.997055625287735	2.12893487144448	0.00294437471226494	-2.12893487144448	539	334	725	92	92	32	391.496686784198	283.171596415864	491.893915794508	90.1144440211486	109.865796815893	66.7269004592966	Up_hep_Down_hep_wssv
XM_027355548.1	223.33514667804	43.3492078920945	0.905847519709012	0.989767145500698	2.36513277185844	0.0102328544993016	-2.36513277185844	254	375	247	78	10	20	184.490089876041	317.932181604638	167.583168553439	76.4013764527129	11.9419344365101	41.7043127870604	Up_hep_Down_hep_wssv
XM_027355552.1	42.9222269947756	6.04118903391034	0.803084617347284	0.989388633740141	2.82882049588873	0.0106113662598591	-2.82882049588873	54	52	67	15	2	0	39.2223025720718	44.0865958491765	45.4577825630787	14.6925723947525	2.38838688730202	1.04260781967651	Up_hep_Down_hep_wssv
XM_027355559.1	74.8466002376172	234.072479152296	-0.81409802050685	0.988788237745535	-1.64494662968581	0.0112117622544646	1.64494662968581	85	120	90	300	211	75	61.7388096041871	101.738298113484	61.0626929951803	293.85144789505	251.974816610363	156.391172951476	Down_hep_Up_hep_wssv
XM_027355579.1	174.725532051848	53.5639878047467	0.831689077423359	0.988714593710785	1.7057551623132	0.0112854062892153	-1.7057551623132	289	141	287	70	30	27	209.911952654236	119.542500283344	194.722143217964	68.5653378421783	35.8258033095303	56.3008222625315	Up_hep_Down_hep_wssv
XM_027355580.1	164.829597106242	48.4938437180681	0.875369517544801	0.989755883668968	1.76510180451805	0.0102441163310315	-1.76510180451805	257	139	280	56	27	28	186.669106685601	117.846861981453	189.972822651672	54.8522702737426	32.2432229785773	58.3860379018845	Up_hep_Down_hep_wssv
XM_027355586.1	357.777899291991	116.176639849415	0.9314966213068	0.989916415302578	1.6227442629427	0.0100835846974222	-1.6227442629427	523	409	511	91	88	74	379.87526379988	346.758032736792	346.700401339301	89.1349391948318	105.089023041289	154.305957312123	Up_hep_Down_hep_wssv
XM_027355587.1	498.316011494022	120.641305010528	1.17603300641803	0.995961024640568	2.04633699045973	0.00403897535943221	-2.04633699045973	686	617	698	80	103	77	498.268510452616	523.104416133498	473.575107895954	78.3603861053466	123.001924696054	160.561604230182	Up_hep_Down_hep_wssv
XM_027355628.1	118.81090797723	527.274940151482	-1.06702970374617	0.991735587185478	-2.14988813581966	0.00826441281452162	2.14988813581966	158	129	195	841	427	119	114.761551970136	109.368670471996	132.302501489557	823.763558932456	509.920600438981	248.140661083009	Down_hep_Up_hep_wssv
XM_027355677.1	60.1989328577984	19.6010077858151	0.743929454965253	0.987715997723244	1.61881008024632	0.0122840022767557	-1.61881008024632	88	68	87	18	24	6	63.9178264137466	57.6517022643077	59.027269895341	17.631086873703	28.6606426476242	12.5112938361181	Up_hep_Down_hep_wssv
XM_027355704.1	1332.21151921084	387.143832700915	1.22219387212008	0.995512510254112	1.78288159665359	0.00448748974588753	-1.78288159665359	1530	2026	1721	445	412	112	1111.29857287537	1717.68159981599	1167.65438494117	435.87964771099	492.007698784216	233.544151607538	Up_hep_Down_hep_wssv
XM_027355722.1	37.7598710624444	190.160998774953	-1.03872151309786	0.993227313031893	-2.33229564233077	0.0067726869681074	2.33229564233077	60	51	39	299	105	73	43.5803361911909	43.2387766982308	26.4605002979115	292.871943068733	125.390311583356	152.22074167277	Down_hep_Up_hep_wssv
XM_027355724.1	150.584247393948	11.9762674593933	1.05155978406517	0.995266737550194	3.65232060679443	0.00473326244980565	-3.65232060679443	240	236	114	2	4	14	174.321344764763	200.085319623186	77.346077793895	1.95900965263367	4.77677377460404	29.1930189509423	Up_hep_Down_hep_wssv
XM_027355752.1	91.3079054064653	1.30691570671232	2.09428370446671	0.989218726842179	6.12650177516808	0.0107812731578205	-6.12650177516808	156	51	173	0	2	0	113.308874097096	43.2387766982308	117.376065424069	0.489752413158416	2.38838688730202	1.04260781967651	Up_hep_Down_hep_wssv
XM_027355789.1	45.634064484777	11.9849580716638	0.93250621816129	0.989986168222672	1.92888629403257	0.0100138317773284	-1.92888629403257	68	44	74	16	10	4	49.3910476833496	37.3040426416109	50.2071031293705	15.6720772210693	11.9419344365101	8.34086255741208	Up_hep_Down_hep_wssv
XM_027355791.1	78.0635778391113	7.12768405907304	1.64442212282277	0.992790653614528	3.45314429178057	0.00720934638547233	-3.45314429178057	141	61	118	6	6	4	102.413790049299	51.7169682076878	80.0599752603475	5.877028957901	7.16516066190606	8.34086255741208	Up_hep_Down_hep_wssv
XM_027355794.1	10.5134973121398	209.535977125521	-1.79593927866147	0.997129508031981	-4.31688340816125	0.00287049196801947	4.31688340816125	7	16	19	279	205	53	5.08437255563893	13.5651064151312	12.8910129656492	273.281846542396	244.809655948457	110.51642888571	Down_hep_Up_hep_wssv
XM_027355836.1	6331.42322556928	44458.3033132742	-1.59211339140605	0.999773173462584	-2.81185114984152	0.000226826537416236	2.81185114984152	5750	11987	6861	26242	12419	44523	4176.44888498912	10162.8081623861	4655.01262933258	25704.1656522063	14830.6883767019	92840.0559109145	Down_hep_Up_hep_wssv
XM_027355838.1	98.9295980669771	29.2693885958932	0.754508815405328	0.987929205780035	1.7570096057767	0.0120707942199649	-1.7570096057767	113	90	204	30	14	20	82.0762998267428	76.3037235851132	138.408770789075	29.385144789505	16.7187082111141	41.7043127870604	Up_hep_Down_hep_wssv
XM_027355852.1	552.950985378588	141.829517195433	1.00555756747854	0.995878276933351	1.96299378909197	0.00412172306664882	-1.96299378909197	1016	498	735	70	133	95	737.960359504165	422.21393717096	498.678659460639	68.5653378421783	158.827728005584	198.095485738537	Up_hep_Down_hep_wssv
XM_027355860.1	1362.16785603792	4055.67072174937	-1.405456462619	0.997042113736712	-1.57403603179796	0.00295788626328841	1.57403603179796	1472	1904	2068	2426	3402	2747	1069.17091455722	1614.24766340062	1403.08499015592	2376.27870864464	4062.64609530074	5728.08736130274	Down_hep_Up_hep_wssv
XM_027355914.1	481.965507710718	6387.88267294118	-2.76305559026688	0.999999999999999	-3.7283360073167	9.99200722162641e-16	3.7283360073167	593	582	769	9547	5257	1695	430.71898935627	493.430745850398	521.746787925485	9351.3325768468	6277.87493327336	3534.44050870337	Down_hep_Up_hep_wssv
XM_027355915.1	578.965999719311	7082.75097979175	-2.70634192336733	1	-3.61275928762265	0	3.61275928762265	780	673	884	10731	5794	1831	566.544370485481	570.582288586457	599.771340085993	10511.0662912059	6919.15681251395	3818.02983565538	Down_hep_Up_hep_wssv
XM_027355916.1	482.665152116151	6418.87650190718	-2.7312062862497	1	-3.73322622936259	0	3.73322622936259	566	586	796	9647	5293	1672	411.107838070234	496.822022454181	540.065595824039	9449.28305947848	6320.8658972448	3486.48054899825	Down_hep_Up_hep_wssv
XM_027355926.1	84.4209088854343	17.9122848377042	0.895548366503689	0.990259187834755	2.23665098665942	0.00974081216524503	-2.23665098665942	139	58	152	22	6	12	100.961112176259	49.1735107548507	103.128103725193	21.5491061789703	7.16516066190606	25.0225876722362	Up_hep_Down_hep_wssv
XM_027355935.1	44.220302413679	245.332839093799	-1.09811682761361	0.992988490660215	-2.47195956255842	0.00701150933978456	2.47195956255842	68	47	64	345	260	42	49.3910476833496	39.847500094448	43.4223594632393	337.929165079307	310.490295349263	87.5790568528268	Down_hep_Up_hep_wssv
XM_027355936.1	35.7205970796684	218.385268676131	-1.16693110868055	0.995277155233717	-2.612047440764	0.00472284476628304	2.612047440764	42	44	58	271	253	42	30.5062353338336	37.3040426416109	39.3515132635606	265.445807931862	302.130941243706	87.5790568528268	Down_hep_Up_hep_wssv
XM_027355957.1	314.438951006006	68.4771065505341	1.10920631724263	0.994934198628534	2.19908629384025	0.00506580137146562	-2.19908629384025	439	298	548	42	59	45	318.862793132213	252.650106981819	371.803952903987	41.139202705307	70.4574131754096	93.8347037708859	Up_hep_Down_hep_wssv
XM_027355980.1	40.5158395365724	10.4114384482123	0.827851173644114	0.988883373555147	1.96031662954976	0.0111166264448531	-1.96031662954976	52	50	61	13	12	2	37.7696246990321	42.3909575472851	41.3869363634	12.7335627421188	14.3303213238121	4.17043127870604	Up_hep_Down_hep_wssv
XM_027355986.1	613.601335946984	191.766790710469	1.06966269466886	0.993850523213102	1.67794872120872	0.0061494767868977	-1.67794872120872	722	702	1063	152	165	110	524.41671216733	595.169043963883	721.218251709741	148.884733600159	197.041918202417	229.373720328832	Up_hep_Down_hep_wssv
XM_027356021.1	18081.0169137686	60145.9573234539	-2.23588839748728	0.999999999950525	-1.73399195054148	4.94746466017659e-11	1.73399195054148	22622	24430	25203	46677	39838	41791	16431.239421952	20712.2218576035	17099.5894617503	45720.3467779908	47574.2784081689	87143.246784202	Down_hep_Up_hep_wssv
XM_027356031.1	7710.13166707529	39236.4366130841	-2.45491048167595	0.999999999986704	-2.34736662179607	1.32962529875158e-11	2.34736662179607	9800	10134	10937	28524	25444	28479	7118.12157789451	8591.79927568374	7420.47414764763	27939.3956658613	30385.0579802563	59384.8561931346	Down_hep_Up_hep_wssv
XM_027356032.1	279.09929635716	1676.95654276688	-1.37297739973079	0.997857760038081	-2.58699491057355	0.0021422399619192	2.58699491057355	291	471	334	928	2486	553	211.364630527276	399.322820095426	226.61043844878	908.980478822021	2968.76490091641	1153.12424856222	Down_hep_Up_hep_wssv
XM_027356033.1	316.95019822647	1809.48458623069	-1.38523770098447	0.998152940835478	-2.51325074302944	0.00184705916452232	2.51325074302944	346	509	395	946	2654	639	251.313272035867	431.539947831362	267.99737481218	926.611565695724	3169.38939944978	1332.45279354658	Down_hep_Up_hep_wssv
XM_027356038.1	17.624344199653	83.6491072348228	-1.15703684688767	0.994881209735773	-2.24678056688611	0.00511879026422735	2.24678056688611	31	19	21	72	76	43	22.5165070321153	16.1085638679683	14.2479616988754	70.5243474948119	90.7587017174768	89.6642724921798	Down_hep_Up_hep_wssv
XM_027356042.1	6520.99391989687	144.355167508225	3.05463441372805	1	5.49739721655443	0	-5.49739721655443	13012	6642	6604	300	38	45	9451.12224199626	5631.21480058135	4480.64471711301	293.85144789505	45.3793508587384	93.8347037708859	Up_hep_Down_hep_wssv
XM_027356105.1	99.2153251807071	25.6207010222346	0.727115386207837	0.987486521574526	1.95325303144906	0.0125134784254738	-1.95325303144906	131	106	166	10	16	23	95.1504006841	89.8688300002444	112.626744857777	9.79504826316833	19.1070950984162	47.9599597051195	Up_hep_Down_hep_wssv
XM_027356125.1	45.1014783986484	0.70981898488681	2.38215184995404	0.991255710938121	5.98957975330908	0.00874428906187852	-5.98957975330908	49	80	47	0	0	0	35.5906078894725	67.8255320756561	31.8882952308164	0.489752413158416	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027356130.1	138.673251492185	43.9397409534264	0.786572680481004	0.989291231697645	1.65809126538183	0.0107087683023548	-1.65809126538183	251	94	227	46	29	25	182.311073066482	79.695000188896	154.013681221177	45.0572220105743	34.6316098658793	52.1303909838255	Up_hep_Down_hep_wssv
XM_027356131.1	134.662126056841	45.7510328017638	0.805578642495935	0.989357594003245	1.5574679306697	0.010642405996755	-1.5574679306697	230	105	218	50	39	20	167.057955399565	89.0210108492987	147.907411921659	48.9752413158416	46.5735443023894	41.7043127870604	Up_hep_Down_hep_wssv
XM_027356154.1	70.9345028148928	15.1420450077128	0.679562779152109	0.98205546459985	2.22792746904866	0.0179445354001502	-2.22792746904866	91	49	155	5	6	16	66.0968432233061	41.5431383963394	105.163526825033	4.89752413158416	7.16516066190606	33.3634502296483	Up_hep_Down_hep_wssv
