ID	hep_mean	hep_wssv_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	hep_1	hep_2	hep_3	hep_wssv_1	hep_wssv_2	hep_wssv_3	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized	Expression
XM_027352154.1	259.388913913329	81.7650507878552	0.841905697838055	0.988227106657188	1.66556059896022	0.0117728933428121	-1.66556059896022	334	314	397	54	100	35	242.597204797629	266.21521339695	269.354323545406	52.893260621109	119.419344365101	72.9825473773557	Up_hep_Down_hep_wssv
XM_027352159.1	316.044205832384	9.89105182004031	1.58699852480589	0.998011682400202	4.99785860922748	0.00198831759979778	-4.99785860922748	419	276	604	2	4	11	304.336014401816	233.998085661014	409.798517434321	1.95900965263367	4.77677377460404	22.9373720328832	Up_hep_Down_hep_wssv
XM_027352194.1	75.1785659725352	217.492368574774	-0.678585352512884	0.980953992601699	-1.53257147879554	0.0190460073983012	1.53257147879554	56	86	165	205	256	70	40.6749804451115	72.9124469813304	111.948270491164	200.798489394951	305.713521574659	145.965094754711	Down_hep_Up_hep_wssv
XM_027352195.1	106.94552534124	395.528125847613	-0.87208190436538	0.986585441041877	-1.8869041671929	0.0134145589581235	1.8869041671929	162	122	147	308	177	323	117.666907716215	103.433936415376	99.7357318921278	301.687486505584	211.372239526229	673.524651511025	Down_hep_Up_hep_wssv
XM_027352210.1	105.305274547162	35.0693076490287	0.708918894731515	0.985337184816725	1.58629684633308	0.0146628151832749	-1.58629684633308	130	110	189	27	45	12	94.4240617475802	93.2601066040272	128.231655289879	26.4466303105545	53.7387049642955	25.0225876722362	Up_hep_Down_hep_wssv
XM_027352211.1	119.099920778808	33.1459560559817	0.683422684774135	0.982114496986389	1.84526768215858	0.0178855030136108	-1.84526768215858	176	109	202	22	53	7	127.835652827493	92.4122874530815	137.051822055849	21.5491061789703	63.2922525135035	14.5965094754711	Up_hep_Down_hep_wssv
XM_027352366.1	132.887547736825	42.1807801695741	0.824709810516616	0.988998204896122	1.65554823845462	0.011001795103878	-1.65554823845462	197	151	188	50	44	12	143.08877049441	128.020691792801	127.553180923266	48.9752413158416	52.5445115206444	25.0225876722362	Up_hep_Down_hep_wssv
XM_027352456.1	22.8865279340054	147.876977501393	-0.949802443411618	0.994303545708009	-2.69182694485388	0.0056964542919905	2.69182694485388	56	9	30	113	78	115	40.6749804451115	7.63037235851132	20.3542309983934	110.684045373802	93.1470886047788	239.799798525597	Down_hep_Up_hep_wssv
XM_027352540.1	354.881388201678	1263.49978440107	-1.45442494511394	0.99699505203269	-1.83201659893104	0.00300494796731043	1.83201659893104	536	346	563	1320	925	668	389.317669974638	293.345426227213	381.981068403183	1292.94637073822	1104.62893537718	1392.92404708782	Down_hep_Up_hep_wssv
XM_027352547.1	1246.75038035882	432.05593705406	1.05086867371307	0.99532996948678	1.52888263192116	0.00467003051322012	-1.52888263192116	1847	1396	1791	240	342	313	1341.54801575216	1183.5555347202	1215.14759060409	235.08115831604	408.414157728645	652.672495117495	Up_hep_Down_hep_wssv
XM_027352567.1	61.2903333990311	4041.11576620737	-2.42382995081979	0.999999836708132	-6.04295031830799	1.6329186824926e-07	6.04295031830799	15	128	95	1380	2369	3809	10.8950840477977	108.52085132105	64.4550648282459	1351.71666031723	2829.04426800924	7942.58637029565	Down_hep_Up_hep_wssv
XM_027352592.1	0.738608210606368	253.089373915303	-2.21279339367042	0.999999999999992	-8.42062192101045	8.32667268468867e-15	8.42062192101045	2	0	0	81	56	294	1.4526778730397	0.423909575472851	0.339237183306557	79.3398909316634	66.8748328444566	613.053397969788	Down_hep_Up_hep_wssv
XM_027352595.1	8825.4028320202	34388.4546568371	-3.07965685151449	0.999999999999999	-1.96219024946662	8.88178419700125e-16	1.96219024946662	12373	10482	12679	29095	24983	21500	8986.99166156008	8886.84034021285	8602.37649428768	28498.6929216882	29834.5348027332	44832.1362460899	Down_hep_Up_hep_wssv
XM_027352598.1	39.1843940986875	125.379336508005	-0.719117504144529	0.984447601648372	-1.6779485061761	0.0155523983516276	1.6779485061761	36	71	46	160	65	68	26.1482017147145	60.1951597171448	31.2098208642033	156.720772210693	77.6225738373157	141.794663476005	Down_hep_Up_hep_wssv
XM_027352607.1	0.799348317819295	124.010983227221	-2.27402855459894	0.999997944684633	-7.27742788772487	2.05531536667802e-06	7.27742788772487	0	2	0	106	153	41	0.363169468259924	1.6956383018914	0.339237183306557	103.827511589584	182.711596878605	85.4938412134738	Down_hep_Up_hep_wssv
XM_027352608.1	5.07784884055258	2193.55467993989	-3.75064782919886	1	-8.75483750541939	0	8.75483750541939	10	7	3	3479	738	1099	7.26338936519848	5.93473405661991	2.03542309983934	3407.69729075626	881.314761414445	2291.65198764897	Down_hep_Up_hep_wssv
XM_027352667.1	21.7345885748575	185.008165843252	-1.24312420311454	0.997095838257863	-3.08952425797791	0.00290416174213692	3.08952425797791	30	32	24	301	52	95	21.7901680955954	27.1302128302625	16.2833847987147	294.830952721367	62.0980590698525	198.095485738537	Down_hep_Up_hep_wssv
XM_027352678.1	784.954194084402	3139.34739791969	-1.80991549773048	0.995783671736916	-1.99978431208413	0.00421632826308371	1.99978431208413	1099	1143	866	4036	2596	1134	798.246491235313	969.057289530937	587.558801486957	3953.28147901474	3100.12617971802	2364.63453502632	Down_hep_Up_hep_wssv
XM_027352697.1	253.440120018757	749.661415202381	-1.00989744960398	0.996599196948117	-1.56459422534191	0.00340080305188262	1.56459422534191	337	352	320	969	624	266	244.776221607189	298.432341132887	217.111797316197	949.140176701011	745.17670883823	554.667360067903	Down_hep_Up_hep_wssv
XM_027352699.1	238.934690155147	812.628212482608	-1.06896442328806	0.991792590099558	-1.76597912308511	0.00820740990044211	1.76597912308511	321	376	243	1029	719	274	233.154798622871	318.780000755584	164.869271086987	1007.91046628002	858.625085985076	571.349085182727	Down_hep_Up_hep_wssv
XM_027352700.1	1549.07495301151	7051.69845253289	-3.37511239466637	0.999999999999995	-2.1865638313259	4.77395900588817e-15	2.1865638313259	1940	2082	2171	7395	5297	3638	1409.0975368485	1765.15947226895	1472.96784991707	7243.43819061298	6325.6426710194	7586.01449596628	Down_hep_Up_hep_wssv
XM_027352701.1	445.174288682294	1634.98626631412	-1.63727604231482	0.998361229597967	-1.87683634086135	0.0016387704020332	1.87683634086135	555	578	652	1880	1357	692	403.118109768515	490.039469246616	442.365287031751	1841.46907347565	1620.52050303442	1442.96922243229	Down_hep_Up_hep_wssv
XM_027352702.1	374.257840255361	1587.68494812921	-1.61701213559539	0.99850450182657	-2.08482021559357	0.00149549817343042	2.08482021559357	514	399	606	1918	1434	562	373.338213371202	338.279841227335	411.155466167547	1878.69025687568	1712.47339819555	1171.8911893164	Down_hep_Up_hep_wssv
XM_027352703.1	433.687331811765	1748.43352383373	-1.4763475826522	0.997273597478718	-2.01133573801178	0.00272640252128165	2.01133573801178	448	561	737	2203	1632	546	325.399843560892	475.626543680539	500.035608193865	2157.84913237598	1948.92370003845	1138.52773908675	Down_hep_Up_hep_wssv
XM_027352704.1	338.355802523398	1691.06905955263	-1.67536878678415	0.999941487456074	-2.32132254254898	5.85125439264145e-05	2.32132254254898	415	432	512	2233	1479	537	301.430658655737	366.257873208543	347.378875705915	2187.23427716549	1766.21210315984	1119.76079833257	Down_hep_Up_hep_wssv
XM_027352705.1	331.873753235411	1542.54392223207	-1.57342348761291	0.999984895567776	-2.21660512790087	1.51044322235228e-05	2.21660512790087	409	403	526	1957	1451	469	297.072625036618	341.671117831118	356.877516838498	1916.89094510204	1732.77468673762	977.966134856566	Down_hep_Up_hep_wssv
XM_027352709.1	2662.10464872176	22070.7517438794	-3.28047934290298	0.999999999999998	-3.05149657899607	2.44249065417534e-15	3.05149657899607	1075	4584	4892	15524	22539	11553	780.814356758836	3886.4029879351	3319.09660147136	15205.8329237425	26915.9260264501	24090.4962814454	Down_hep_Up_hep_wssv
XM_027352719.1	11.0129479736001	126.244656930685	-1.29786444331615	0.998866387293453	-3.51894971983644	0.00113361270654722	3.51894971983644	10	24	8	99	98	79	7.26338936519848	20.3476596226968	5.42779493290491	96.9709778053664	117.030957477799	164.732035508889	Down_hep_Up_hep_wssv
XM_027352721.1	734.341021040875	3943.78318927248	-1.83702020806641	0.997468824336102	-2.42505814352222	0.00253117566389793	2.42505814352222	409	1435	1016	3846	2274	2565	297.072625036618	1216.62048160708	689.329956478924	3767.17556201454	2715.5958908624	5348.57811494049	Down_hep_Up_hep_wssv
XM_027352737.1	419.544564869905	144.373942435512	0.753544881965829	0.987902368839006	1.53901368620907	0.0120976311609939	-1.53901368620907	412	549	728	105	81	112	299.251641846177	465.45271386919	493.929338894347	102.848006763267	96.7296689357318	233.544151607538	Up_hep_Down_hep_wssv
XM_027352775.1	537.993499549556	109.93865294934	1.02043896453076	0.996365003185431	2.29089003352109	0.00363499681456869	-2.29089003352109	960	341	925	86	45	92	697.285379059054	289.106330472484	627.588789117131	84.2374150632476	53.7387049642955	191.839838820478	Up_hep_Down_hep_wssv
XM_027352782.1	155.991823165001	10179.8952120525	-2.90758238692758	1	-6.02810849334734	0	6.02810849334734	164	181	288	19373	1927	4442	119.119585589255	153.455266321172	195.400617584577	18975.947000236	2301.2107659155	9262.52787000611	Down_hep_Up_hep_wssv
XM_027352783.1	87.7710792287099	7355.38242578874	-3.02893318167256	1	-6.38891089598948	0	6.38891089598948	133	91	132	14013	1496	3143	96.6030785571397	77.1515427360589	89.5586163929311	13725.8011311778	1786.51339170191	6553.83275448654	Down_hep_Up_hep_wssv
XM_027352819.1	623.83878272494	218.758988593437	0.923603012615746	0.989494783550178	1.51183094767524	0.0105052164498225	-1.51183094767524	945	616	977	208	131	142	686.390295011256	522.256596982552	662.869456181013	203.737003873901	156.439341118282	296.100620788129	Up_hep_Down_hep_wssv
XM_027352880.1	6085.11403603855	48325.1745243624	-1.5898311297273	0.999827220306114	-2.9894187380317	0.000172779693886183	2.9894187380317	5404	11844	6321	17577	19504	50099	3925.13561295326	10041.5700238009	4288.6364713615	17216.756332171	23291.5489249693	104467.218315947	Down_hep_Up_hep_wssv
XM_027352913.1	125.014063176653	1.19957139804523	2.58096251140927	1	6.70342755767281	0	-6.70342755767281	242	123	140	2	0	0	175.774022637803	104.281755566321	94.986411325836	1.95900965263367	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027352914.1	82.8542047845711	1.30691570671232	2.07315318194218	0.997526686038252	5.98633691644286	0.00247331396174766	-5.98633691644286	165	87	81	0	2	0	119.845924525775	73.7602661322761	54.9564236956623	0.489752413158416	2.38838688730202	1.04260781967651	Up_hep_Down_hep_wssv
XM_027352919.1	100.630513081863	18.484787817262	1.19661902686423	0.994051583974987	2.44465743564259	0.00594841602501339	-2.44465743564259	163	106	138	14	14	12	118.393246652735	89.8688300002444	93.6294625926098	13.7130675684357	16.7187082111141	25.0225876722362	Up_hep_Down_hep_wssv
XM_027352922.1	116.950023553213	28.7064397989383	0.904741230283999	0.989825008756593	2.02644582995686	0.0101749912434069	-2.02644582995686	183	109	185	27	36	8	132.920025383132	92.4122874530815	125.517757823426	26.4466303105545	42.9909639714364	16.6817251148242	Up_hep_Down_hep_wssv
XM_027352923.1	125.335523831434	20.7300489596746	1.33638682397392	0.999050191555158	2.59599994660615	0.00094980844484216	-2.59599994660615	170	121	221	16	18	12	123.477619208374	102.58611726443	149.942835021498	15.6720772210693	21.4954819857182	25.0225876722362	Up_hep_Down_hep_wssv
XM_027352929.1	38.3597836723189	7.5131740882552	1.07195446161484	0.99374086640357	2.35210014783979	0.00625913359643004	-2.35210014783979	48	53	52	9	8	2	34.8642689529527	44.9344150001222	35.2806670638819	8.81554343685149	9.55354754920808	4.17043127870604	Up_hep_Down_hep_wssv
XM_027352930.1	263.684823005929	41.0243100820276	1.66964173395963	0.993030528032221	2.68426355909333	0.00696947196777886	-2.68426355909333	334	326	401	41	38	18	242.597204797629	276.389043208299	272.068221011859	40.1596978789901	45.3793508587384	37.5338815083544	Up_hep_Down_hep_wssv
XM_027352954.1	31.4177991955541	151.442756798994	-0.948421029959037	0.994260559484929	-2.26911854952965	0.00573944051507147	2.26911854952965	31	43	52	255	77	54	22.5165070321153	36.4562234906652	35.2806670638819	249.773730710792	91.9528951611278	112.601644525063	Down_hep_Up_hep_wssv
XM_027352956.1	40.2131796340806	135.427011457711	-0.732415227314762	0.984576148084439	-1.75177520002731	0.0154238519155605	1.75177520002731	26	60	75	205	90	47	18.884812349516	50.8691490567421	50.8855774959836	200.798489394951	107.477409928591	98.0051350495919	Down_hep_Up_hep_wssv
XM_027352971.1	159.95785286905	42.012505520615	0.836679542057553	0.988469266000076	1.92880108872263	0.0115307339999239	-1.92880108872263	221	143	292	58	44	8	160.520904970886	121.238138585235	198.114515051029	56.8112799263763	52.5445115206444	16.6817251148242	Up_hep_Down_hep_wssv
XM_027353011.1	47.5190050833822	6.39054351704892	1.32483637368582	0.999467939674002	2.89449408739358	0.000532060325998285	-2.89449408739358	48	55	90	8	6	2	34.8642689529527	46.6300533020136	61.0626929951803	7.83603861053466	7.16516066190606	4.17043127870604	Up_hep_Down_hep_wssv
XM_027353021.1	274.87886276687	1838.53240602672	-1.84440699941479	0.99838207728433	-2.74168672777739	0.00161792271566996	2.74168672777739	253	423	416	1514	1285	1198	183.763750939521	358.627500850032	282.245336511056	1482.97030704368	1534.53857509155	2498.08833594492	Down_hep_Up_hep_wssv
XM_027353057.1	1509.91273022717	494.158862391064	1.26748908070174	0.994543916882744	1.61141834755273	0.00545608311725632	-1.61141834755273	2095	1705	2303	373	354	333	1521.68007200908	1445.53165236242	1562.52646631	365.355300216179	422.744479052458	694.376807904556	Up_hep_Down_hep_wssv
XM_027353100.1	205.46156611372	21.3215369939204	1.12235728883589	0.996141308392864	3.26848520116241	0.00385869160713603	-3.26848520116241	225	339	244	2	17	20	163.426260716966	287.410692170593	165.5477454536	1.95900965263367	20.3012885420672	41.7043127870604	Up_hep_Down_hep_wssv
XM_027353153.1	14695.299962628	172.689148610687	3.48537050494623	1	6.41103356749476	0	-6.41103356749476	27461	12543	19906	507	4	8	19945.9935357715	10634.1956103119	13505.7107418007	496.608946942634	4.77677377460404	16.6817251148242	Up_hep_Down_hep_wssv
XM_027353154.1	11755.3443196927	141.102629884256	2.9725122752774	1	6.38042810934327	0	-6.38042810934327	24382	9056	14560	406	4	10	17709.5959502269	7677.85023096428	9878.58677788695	397.678959484634	4.77677377460404	20.8521563935302	Up_hep_Down_hep_wssv
XM_027353156.1	530.168050281521	5.59133262992408	2.33040032218175	0.99999638379298	6.5671137470735	3.6162070203849e-06	-6.5671137470735	1153	260	785	8	0	4	837.468793807384	220.432979245882	532.602377791295	7.83603861053466	0.597096721825505	8.34086255741208	Up_hep_Down_hep_wssv
XM_027353243.1	88.976615189186	14.0194144365066	0.756149922836703	0.987978858937514	2.66600012510256	0.0120211410624862	-2.66600012510256	95	63	213	4	4	16	69.0021989693855	53.4126065095792	144.515040088593	3.91801930526733	4.77677377460404	33.3634502296483	Up_hep_Down_hep_wssv
XM_027353277.1	129.563840356838	915.830429282679	-1.12365491606075	0.992878109680911	-2.82141736433438	0.00712189031908927	2.82141736433438	78	278	142	364	490	866	56.6544370485481	235.693723962905	96.3433600590622	356.539756779327	585.154787388995	1805.79674367971	Down_hep_Up_hep_wssv
XM_027353278.1	26.0017431599206	552.670580336246	-1.64759053912984	0.998956630466429	-4.40973956725193	0.00104336953357109	4.40973956725193	14	40	50	316	883	141	10.1687451112779	33.9127660378281	33.9237183306557	309.523525116119	1054.47281074384	294.015405148776	Down_hep_Up_hep_wssv
XM_027353307.1	364.097148801427	128.357548236996	0.888983562990928	0.990370345106126	1.50415530524883	0.00962965489387357	-1.50415530524883	487	455	520	107	95	80	353.727062085166	385.757713680294	352.806670638819	104.807016415901	113.448377146846	166.817251148242	Up_hep_Down_hep_wssv
XM_027353341.1	10.0292713544599	60.459355268673	-1.00810109228518	0.996655226274057	-2.59174879908746	0.00334477372594277	2.59174879908746	5	16	19	54	36	41	3.63169468259924	13.5651064151312	12.8910129656492	52.893260621109	42.9909639714364	85.4938412134738	Down_hep_Up_hep_wssv
XM_027353349.1	1296.74212285948	352.140052235638	1.22679203085713	0.995878691759794	1.88067037291969	0.00412130824020596	-1.88067037291969	2055	1089	2173	297	201	252	1492.62651454829	923.275055379869	1474.3247986503	290.912933416099	240.032882173853	525.474341116961	Up_hep_Down_hep_wssv
XM_027353354.1	1330.22136529946	366.463807606107	1.28155496006005	0.99559633520974	1.85992371975726	0.00440366479025978	-1.85992371975726	2031	1144	2278	346	216	241	1475.19438007181	969.905108681883	1545.56460714467	338.908669905624	257.945783828618	502.536969084078	Up_hep_Down_hep_wssv
XM_027353440.1	4777.72356380032	1137.20618188895	2.14781524382714	0.999185407932247	2.07082953605983	0.000814592067752695	-2.07082953605983	8094	4141	7286	1306	1054	419	5878.98735219165	3510.81910406615	4943.36423514315	1279.23330316978	1258.67988960816	873.705352888915	Up_hep_Down_hep_wssv
XM_027353442.1	107.094368708797	340.359542983365	-0.792781073625923	0.988296922032492	-1.6681769389583	0.0117030779675079	1.6681769389583	111	107	221	504	281	92	80.6236219537031	90.7166491511901	149.942835021498	493.670432463684	335.568357665934	191.839838820478	Down_hep_Up_hep_wssv
XM_027353453.1	105.432774812395	10.7594518745615	1.08002901598407	0.993477323128086	3.29264692383332	0.00652267687191432	-3.29264692383332	198	69	168	22	2	4	143.81510943093	58.4995214152534	113.983693591003	21.5491061789703	2.38838688730202	8.34086255741208	Up_hep_Down_hep_wssv
XM_027353466.1	346.447362152	95.7184173440656	0.899469193715741	0.990098642755378	1.85576772366051	0.0099013572446216	-1.85576772366051	482	304	636	111	111	22	350.095367402567	257.737021887493	431.509697165941	108.725035721168	132.555472245262	45.8747440657664	Up_hep_Down_hep_wssv
