#rname	numreads
XM_027366496.1	4
XM_027366497.1	2
XM_027366498.1	6
XM_027366499.1	1356
XM_027366500.1	23986
XM_027366501.1	62
XM_027366502.1	3
XM_027366504.1	625
XM_027366505.1	2904
XM_027366507.1	2
XM_027366509.1	45
XM_027366510.1	6
XM_027366511.1	2
XM_027366512.1	691
XM_027366514.1	6
XM_027366516.1	2
XM_027366517.1	4
XM_027366518.1	4
XM_027366519.1	121
XM_027366520.1	156
XM_027366521.1	1547
XM_027366522.1	606
XM_027366523.1	519
XM_027366524.1	578
XM_027366525.1	463
XM_027366526.1	538
XM_027366527.1	35984
XM_027366528.1	154
XM_027366529.1	134
XM_027366530.1	8
XM_027366531.1	120
XM_027366532.1	739
XM_027366534.1	2
XM_027366535.1	2
XM_027366536.1	2
XM_027366537.1	1975
XM_027366543.1	30
XM_027366544.1	25
XM_027366545.1	14
XM_027366546.1	10
XM_027366547.1	73
XM_027366548.1	59
XM_027366549.1	105
XM_027366551.1	109
XM_027366552.1	108
XM_027366553.1	136
XM_027366554.1	29
XM_027366555.1	132
XM_027366556.1	5
XM_027366557.1	2
XM_027366559.1	111
XM_027366563.1	120
XM_027366564.1	139
XM_027366565.1	53
XM_027366566.1	21
XM_027366567.1	12
XM_027366568.1	46012
XM_027366570.1	44
XM_027366571.1	2
XM_027366573.1	3
XM_027366574.1	12
XM_027366577.1	798
XM_027366578.1	486
XM_027366579.1	6
XM_027366580.1	4
XM_027366582.1	53
XM_027366583.1	72
XM_027366591.1	414
XM_027366592.1	551
XM_027366593.1	123
XM_027366594.1	288
XM_027366597.1	4
XM_027366598.1	78
XM_027366599.1	82
XM_027366601.1	28
XM_027366602.1	8
XM_027366603.1	19
XM_027366604.1	214
XM_027366605.1	141
XM_027366606.1	160
XM_027366607.1	10
XM_027366608.1	6
XM_027366609.1	16
XM_027366610.1	534
XM_027366612.1	335
XM_027366613.1	219
XM_027366615.1	4
XM_027366616.1	226
XM_027366617.1	199
XM_027366618.1	259
XM_027366619.1	168
XM_027366620.1	194
XM_027366621.1	7015
XM_027366624.1	19
XM_027366625.1	3
XM_027366626.1	2
XM_027366627.1	4
XM_027366628.1	2
XM_027366629.1	636
XM_027366630.1	6
XM_027366631.1	2
XM_027366636.1	7
XM_027366637.1	2
XM_027366640.1	2
XM_027366643.1	4259
XM_027366644.1	3
XM_027366649.1	466
XM_027366651.1	2
XM_027366652.1	244
XM_027366653.1	4
XM_027366659.1	2
XM_027366660.1	5982
XM_027366662.1	6
XM_027366663.1	1263
XM_027366664.1	30
XM_027366665.1	17
XM_027366666.1	16
XM_027366667.1	21
XM_027366668.1	2685
XM_027366669.1	87
XM_027366670.1	77
XM_027366672.1	35
XM_027366673.1	32
XM_027366674.1	7
XM_027366676.1	83
XM_027366677.1	89
XM_027366678.1	1681
XM_027366679.1	411
XM_027366681.1	543
XM_027366682.1	229
XM_027366687.1	1
XM_027366694.1	2
XM_027366695.1	6
XM_027366696.1	106
XM_027366697.1	147
XM_027366698.1	151
XM_027366699.1	125
XM_027366700.1	8
XM_027366701.1	6
XM_027366702.1	10
XM_027366703.1	4
XM_027366705.1	106
XM_027366706.1	84
XM_027366707.1	107
XM_027366708.1	80
XM_027366709.1	7
XM_027366713.1	10
XM_027366714.1	179
XM_027366715.1	8
XM_027366716.1	10
XM_027366717.1	6
XM_027366718.1	22
XM_027366719.1	27
XM_027366720.1	21
XM_027366721.1	18
XM_027366722.1	23
XM_027366723.1	20
XM_027366724.1	15
XM_027366725.1	92
XM_027366727.1	8
XM_027366728.1	6
XM_027366729.1	3119
XM_027366730.1	4
XM_027366731.1	6
XM_027366732.1	227
XM_027366737.1	8391
XM_027366743.1	6
XM_027366747.1	110
XM_027366748.1	56
XM_027366757.1	163
XM_027366760.1	790
XM_027366761.1	64
XM_027366763.1	2
XM_027366767.1	6046
XM_027366769.1	227
XM_027366771.1	194
XM_027366772.1	274
XM_027366773.1	1
XM_027366774.1	1
XM_027366776.1	77
XM_027366777.1	176
XM_027366778.1	105
XM_027366779.1	97
XM_027366780.1	128
XM_027366781.1	128
XM_027366782.1	79
XM_027366783.1	98
XM_027366784.1	80
XM_027366785.1	4526
XM_027366786.1	292
XM_027366790.1	32
XM_027366791.1	2
XM_027366792.1	10
XM_027366793.1	1121
XM_027366794.1	1843
XM_027366795.1	1801
XM_027366796.1	479
XM_027366797.1	108
XM_027366798.1	4
XM_027366799.1	3022
XM_027366800.1	2390
XM_027366801.1	3266
XM_027366802.1	6
XM_027366803.1	2592
XM_027366804.1	599
XM_027366805.1	8
XM_027366806.1	104
XM_027366807.1	24
XM_027366808.1	901
XM_027366809.1	2
XM_027366810.1	2
XM_027366811.1	2237
XM_027366812.1	12
XM_027366813.1	2
XM_027366814.1	16
XM_027366816.1	2
XM_027366818.1	1814
XM_027366821.1	44
XM_027366822.1	122
XM_027366825.1	143
XM_027366826.1	15
XM_027366827.1	53
XM_027366828.1	88
XM_027366829.1	112
XM_027366830.1	54
XM_027366831.1	22
XM_027366832.1	2
XM_027366833.1	142
XM_027366834.1	21
XM_027366835.1	65
XM_027366837.1	780
XM_027366838.1	228
XM_027366839.1	144
XM_027366841.1	4
XM_027366842.1	195
XM_027366843.1	65
XM_027366844.1	11
XM_027366845.1	21
XM_027366847.1	14
XM_027366850.1	14
XM_027366854.1	80
XM_027366855.1	851
XM_027366856.1	12
XM_027366857.1	319
XM_027366858.1	421
XM_027366859.1	328
XM_027366860.1	12
XM_027366861.1	454
XM_027366862.1	1867
XM_027366863.1	1926
XM_027366864.1	2
XM_027366865.1	3
XM_027366867.1	2
XM_027366869.1	8
XM_027366870.1	4
XM_027366871.1	4
XM_027366872.1	2
XM_027366874.1	2
XM_027366875.1	86
XM_027366876.1	130
XM_027366877.1	82
XM_027366878.1	76
XM_027366879.1	1414
XM_027366880.1	84
XM_027366881.1	280
XM_027366882.1	231
XM_027366884.1	8
XM_027366885.1	44
XM_027366886.1	40
XM_027366887.1	46
XM_027366888.1	50
XM_027366889.1	36
XM_027366890.1	74
XM_027366891.1	19
XM_027366894.1	14
XM_027366895.1	6
XM_027366896.1	138
XM_027366897.1	197
XM_027366898.1	12
XM_027366899.1	16
XM_027366900.1	21
XM_027366901.1	12
XM_027366902.1	16
XM_027366903.1	19
XM_027366904.1	14
XM_027366905.1	12
XM_027366906.1	10
XM_027366907.1	18
XM_027366908.1	8
XM_027366909.1	18
XM_027366911.1	10
XM_027366912.1	14
XM_027366913.1	19
XM_027366914.1	60
XM_027366915.1	769
XM_027366916.1	784
XM_027366917.1	8
XM_027366918.1	388
XM_027366919.1	3
XM_027366928.1	2
XM_027366930.1	2
XM_027366931.1	12
XM_027366933.1	6
XM_027366934.1	2
XM_027366937.1	13
XM_027366941.1	9
XM_027366942.1	7
XM_027366943.1	28
XM_027366947.1	2011
XM_027366949.1	136
XM_027366950.1	1
XM_027366951.1	1
XM_027366952.1	112
XM_027366953.1	6110
XM_027366954.1	18
XM_027366955.1	17874
XM_027366956.1	2
XM_027366957.1	300
XM_027366958.1	323
XM_027366959.1	2
XM_027366960.1	359
XM_027366961.1	92
XM_027366962.1	164
XM_027366963.1	9676
XM_027366964.1	393
XM_027366965.1	22757
XM_027366966.1	18553
XM_027366967.1	1792
XM_027366968.1	683
XM_027366971.1	10152
XM_027366973.1	162
XM_027366974.1	6
XM_027366976.1	982
XM_027366977.1	1312
XM_027366978.1	9526
XM_027366979.1	15752
XM_027366980.1	146
XM_027366981.1	155
XM_027366983.1	453
XM_027366984.1	378
XM_027366985.1	397
XM_027366986.1	371
XM_027366987.1	434
XM_027366988.1	384
XM_027366989.1	6
XM_027366990.1	6
XM_027366991.1	2
XM_027366992.1	31
XM_027366994.1	2
XM_027366995.1	6
XM_027366996.1	6
XM_027367001.1	2
XM_027367002.1	6
XM_027367003.1	15
XM_027367004.1	1
XM_027367008.1	266
XM_027367010.1	12
XM_027367016.1	2740
XM_027367017.1	17482
XM_027367018.1	376
XM_027367019.1	531
XM_027367020.1	89
XM_027367021.1	153
XM_027367023.1	3
XM_027367027.1	2
XM_027367028.1	2
XM_027367029.1	4
XM_027367031.1	2
XM_027367033.1	4
XM_027367034.1	16335
XM_027367036.1	191
XM_027367037.1	40
XM_027367038.1	143
XM_027367039.1	54
XM_027367041.1	37
XM_027367042.1	46
XM_027367043.1	430
XM_027367047.1	3086
XM_027367051.1	3295
XM_027367052.1	2
XM_027367054.1	12
XM_027367055.1	5
XM_027367059.1	64
XM_027367060.1	840
XM_027367061.1	112
XM_027367062.1	91
XM_027367063.1	28
XM_027367064.1	3
XM_027367065.1	3
XM_027367066.1	2
XM_027367068.1	908
XM_027367069.1	823
XM_027367070.1	836
XM_027367071.1	926
XM_027367072.1	10
XM_027367073.1	2657
XM_027367074.1	110
XM_027367075.1	91
XM_027367076.1	103
XM_027367077.1	48
XM_027367078.1	43
XM_027367079.1	52
XM_027367080.1	41
XM_027367081.1	66
XM_027367082.1	982
XM_027367083.1	989
XM_027367084.1	288
XM_027367085.1	270
XM_027367086.1	263
XM_027367087.1	13
XM_027367088.1	64
XM_027367089.1	57
XM_027367090.1	760
XM_027367091.1	18
XM_027367092.1	351
XM_027367093.1	22
XM_027367094.1	20
XM_027367095.1	23
XM_027367096.1	43
XM_027367097.1	16
XM_027367099.1	404
XM_027367100.1	40
XM_027367101.1	322
XM_027367102.1	4
XM_027367103.1	14
XM_027367104.1	26
XM_027367107.1	242
XM_027367108.1	200
XM_027367109.1	12
XM_027367110.1	235
XM_027367111.1	8051
XM_027367113.1	69
XM_027367115.1	2
XM_027367117.1	10
XM_027367118.1	146
XM_027367119.1	489
XM_027367120.1	476
XM_027367123.1	806
XM_027367124.1	81
XM_027367125.1	320
XM_027367126.1	122
XM_027367127.1	110
XM_027367128.1	89
XM_027367129.1	3
XM_027367130.1	81
XM_027367131.1	60
XM_027367132.1	803
XM_027367134.1	636
XM_027367136.1	40
XM_027367137.1	42
XM_027367138.1	47
XM_027367140.1	761
XM_027367141.1	2
XM_027367142.1	4
XM_027367145.1	785
XM_027367146.1	2
XM_027367147.1	832
XM_027367148.1	4
XM_027367149.1	132
XM_027367150.1	11
XM_027367153.1	796
XM_027367158.1	740
XM_027367159.1	8
XM_027367160.1	10
XM_027367161.1	12
XM_027367162.1	10
XM_027367163.1	4
XM_027367165.1	50
XM_027367166.1	453
XM_027367168.1	2
XM_027367175.1	216
XM_027367176.1	104
XM_027367184.1	96
XM_027367186.1	70
XM_027367188.1	76
XM_027367189.1	523
XM_027367190.1	416
XM_027367191.1	100
XM_027367195.1	84
XM_027367196.1	197
XM_027367197.1	161
XM_027367198.1	143
XM_027367199.1	168
XM_027367200.1	136
XM_027367201.1	112
XM_027367202.1	151
XM_027367203.1	2
XM_027367204.1	2
XM_027367207.1	138
XM_027367208.1	245
XM_027367209.1	84
XM_027367210.1	300
XM_027367211.1	375
XM_027367212.1	428
XM_027367213.1	408
XM_027367215.1	83
XM_027367216.1	55
XM_027367217.1	61
XM_027367218.1	120
XM_027367219.1	71
XM_027367220.1	22
XM_027367221.1	112
XM_027367222.1	17
XM_027367223.1	10
XM_027367224.1	16
XM_027367225.1	16
XM_027367226.1	34
XM_027367227.1	26
XM_027367228.1	1513
XM_027367229.1	2
XM_027367232.1	4
XM_027367233.1	7
XM_027367234.1	8
XM_027367236.1	638
XM_027367238.1	1088
XM_027367239.1	16
XM_027367240.1	23
XM_027367241.1	111
XM_027367242.1	128
XM_027367243.1	214
XM_027367245.1	66
XM_027367246.1	39
XM_027367247.1	9
XM_027367249.1	6
XM_027367252.1	425
XM_027367260.1	2
XM_027367265.1	7275
XM_027367266.1	161
XM_027367267.1	6065
XM_027367269.1	2473
XM_027367276.1	1
XM_027367277.1	370
XM_027367280.1	34
XM_027367281.1	64
XM_027367282.1	9
XM_027367283.1	17
XM_027367284.1	85
XM_027367288.1	58
XM_027367291.1	6297
XM_027367292.1	5766
XM_027367294.1	21
XM_027367295.1	50
XM_027367296.1	62
XM_027367297.1	44594
XM_027367298.1	110
XM_027367299.1	104
XM_027367300.1	127
XM_027367301.1	123
XM_027367302.1	194
XM_027367303.1	1
XM_027367310.1	84
XM_027367311.1	122
XM_027367312.1	111
XM_027367313.1	94
XM_027367316.1	1208
XM_027367317.1	41
XM_027367318.1	7
XM_027367319.1	3
XM_027367320.1	41220
XM_027367322.1	28
XM_027367323.1	24
XM_027367324.1	30
XM_027367325.1	14
XM_027367326.1	32
XM_027367327.1	22
XM_027367328.1	28
XM_027367329.1	26
XM_027367330.1	20
XM_027367332.1	12
XM_027367337.1	2
XM_027367343.1	2
XM_027367344.1	4
XM_027367345.1	2
XM_027367346.1	2
XM_027367348.1	2
XM_027367349.1	2
XM_027367350.1	68
XM_027367351.1	2
XM_027367352.1	94
XM_027367353.1	86
XM_027367354.1	21
XM_027367355.1	142
XM_027367356.1	3670
XM_027367357.1	42
XM_027367358.1	140
XM_027367359.1	164
XM_027367360.1	131
XM_027367361.1	146
XM_027367362.1	147
XM_027367363.1	130
XM_027367364.1	113
XM_027367365.1	135
XM_027367366.1	170
XM_027367367.1	135
XM_027367368.1	122
XM_027367369.1	121
XM_027367385.1	103
XM_027367401.1	10
XM_027367403.1	5
XM_027367405.1	10
XM_027367406.1	457
XM_027367407.1	2732
XM_027367408.1	42
XM_027367409.1	26
XM_027367410.1	22
XM_027367411.1	16
XM_027367412.1	598
XM_027367413.1	4
XM_027367414.1	22
XM_027367416.1	2
XM_027367421.1	142
XM_027367422.1	2342
XM_027367423.1	84
XM_027367424.1	208
XM_027367425.1	195
XM_027367426.1	2
XM_027367428.1	22
XM_027367432.1	1644
XM_027367433.1	835
XM_027367434.1	59
XM_027367435.1	1146
XM_027367436.1	1311
XM_027367437.1	5477
XM_027367438.1	1438
XM_027367440.1	4
XM_027367441.1	775
XM_027367442.1	6
XM_027367443.1	4
XM_027367444.1	2
XM_027367446.1	2
XM_027367447.1	1755
XM_027367448.1	86
XM_027367455.1	26
XM_027367456.1	351
XM_027367457.1	521
XM_027367458.1	1624
XM_027367460.1	2
XM_027367469.1	205
XM_027367470.1	4
XM_027367471.1	4
XM_027367472.1	4
XM_027367477.1	38
XM_027367478.1	2
XM_027367479.1	2
XM_027367480.1	1
XM_027367482.1	2
XM_027367483.1	62
XM_027367492.1	2
XM_027367493.1	3
XM_027367494.1	2
XM_027367499.1	2
XM_027367500.1	2
XM_027367501.1	7
XM_027367502.1	2
XM_027367505.1	6
XM_027367507.1	2
XM_027367508.1	4
XM_027367510.1	4933
XM_027367512.1	2
XM_027367513.1	4
XM_027367514.1	48
XM_027367515.1	4
XM_027367516.1	4
XM_027367517.1	2
XM_027367518.1	5
XM_027367520.1	2
XM_027367521.1	2
XM_027367528.1	4
XM_027367529.1	2
XM_027367530.1	4
XM_027367539.1	1172
XM_027367540.1	6
XM_027367546.1	2
XM_027367548.1	34
XM_027367552.1	18
XM_027367554.1	4
XM_027367555.1	12
XM_027367556.1	664
XM_027367557.1	197
XM_027367558.1	38
XM_027367559.1	29
XM_027367560.1	38
XM_027367561.1	25
XM_027367562.1	42
XM_027367563.1	335
XM_027367564.1	275
XM_027367565.1	1945
XM_027367566.1	6976
XM_027367569.1	1297
XM_027367570.1	10
XM_027367571.1	4247
XM_027367572.1	54
XM_027367574.1	45
XM_027367575.1	943
XM_027367577.1	25847
XM_027367578.1	16933
XM_027367579.1	66
XM_027367580.1	44
XM_027367581.1	76
XM_027367582.1	66
XM_027367583.1	6
XM_027367584.1	7
XM_027367585.1	145
XM_027367586.1	10719
XM_027367588.1	2
XM_027367599.1	12
XM_027367602.1	30
XM_027367604.1	2
XM_027367605.1	2
XM_027367607.1	91
XM_027367611.1	12151
XM_027367612.1	881
XM_027367613.1	36
XM_027367614.1	39
XM_027367615.1	437858
XM_027367616.1	419383
XM_027367617.1	2
XM_027367618.1	14
XM_027367619.1	852
XM_027367620.1	9321
XM_027367621.1	816400
XM_027367622.1	8683
XM_027367623.1	72
XM_027367624.1	412593
XM_027367626.1	1048
XM_027367627.1	243
XM_027367628.1	212
XM_027367629.1	171
XM_027367630.1	1326
XM_027367631.1	727
XM_027367633.1	2720
XM_027367636.1	543
XM_027367637.1	1094
XM_027367638.1	3516
XM_027367639.1	495
XM_027367641.1	18
XM_027367642.1	1
XM_027367643.1	6539
XM_027367644.1	10
XM_027367645.1	211
XM_027367646.1	364
XM_027367647.1	223
XM_027367649.1	2319
XM_027367650.1	12
XM_027367651.1	1
XM_027367652.1	1103
XM_027367653.1	2
XM_027367654.1	2
XM_027367656.1	2
XM_027367657.1	2
XM_027367658.1	8
XM_027367659.1	4
XM_027367660.1	2
XM_027367661.1	2
XM_027367662.1	863
XM_027367663.1	52
XM_027367664.1	45
XM_027367665.1	15
XM_027367666.1	6
XM_027367667.1	2
XM_027367668.1	2
XM_027367669.1	8
XM_027367670.1	8
XM_027367671.1	28
XM_027367672.1	52
XM_027367673.1	2032
XM_027367674.1	1874
XM_027367675.1	225
XM_027367676.1	172
XM_027367677.1	72
XM_027367678.1	77
XM_027367680.1	44
XM_027367681.1	2
XM_027367684.1	48
XM_027367685.1	25
XM_027367686.1	14424
XM_027367700.1	4
XM_027367702.1	52
XM_027367703.1	230
XM_027367704.1	270
XM_027367705.1	45
XM_027367706.1	2899
XM_027367707.1	3733
XM_027367708.1	1718
XM_027367709.1	4366
XM_027367711.1	2400
XM_027367712.1	18
XM_027367713.1	83
XM_027367715.1	117
XM_027367716.1	2
XM_027367721.1	22
XM_027367724.1	14
XM_027367729.1	119796
XM_027367732.1	8655
XM_027367733.1	1427
XM_027367734.1	319
XM_027367735.1	51
XM_027367736.1	25
XM_027367737.1	383
XM_027367739.1	972
XM_027367740.1	15
XM_027367741.1	19
XM_027367742.1	14
XM_027367743.1	22553
XM_027367744.1	1021
XM_027367745.1	64
XM_027367746.1	25
XM_027367747.1	2
XM_027367749.1	73
XM_027367751.1	2
XM_027367752.1	34
XM_027367755.1	29
XM_027367756.1	2
XM_027367761.1	2
XM_027367762.1	8
XM_027367763.1	121
XM_027367764.1	8
XM_027367765.1	2
XM_027367773.1	42
XM_027367774.1	350
XM_027367775.1	2
XM_027367780.1	2
XM_027367781.1	4
XM_027367782.1	541
XM_027367783.1	59
XM_027367784.1	169
XM_027367785.1	174
XM_027367786.1	130
XM_027367787.1	136
XM_027367788.1	3
XM_027367789.1	41926
XM_027367790.1	182
XM_027367792.1	376
XM_027367793.1	4
XM_027367795.1	14
XM_027367796.1	8
XM_027367797.1	10
XM_027367798.1	203
XM_027367799.1	161
XM_027367801.1	141
XM_027367809.1	2
XM_027367810.1	312
XM_027367811.1	231
XM_027367817.1	426
XM_027367818.1	25
XM_027367819.1	853
XM_027367820.1	139
XM_027367821.1	221
XM_027367822.1	194
XM_027367823.1	144
XM_027367824.1	16
XM_027367826.1	4248
XM_027367830.1	177
XM_027367831.1	101
XM_027367840.1	47
XM_027367842.1	410
XM_027367845.1	23
XM_027367846.1	87
XM_027367847.1	75
XM_027367848.1	111
XM_027367850.1	68
XM_027367851.1	56
XM_027367852.1	4
XM_027367853.1	49
XM_027367854.1	58
XM_027367855.1	49
XM_027367857.1	8
XM_027367858.1	3
XM_027367859.1	1
XM_027367860.1	1
XM_027367861.1	132
XM_027367862.1	132
XM_027367863.1	163
XM_027367864.1	24
XM_027367867.1	102
XM_027367868.1	28
XM_027367870.1	10
XM_027367871.1	24
XM_027367872.1	2
XM_027367873.1	23
XM_027367874.1	97
XM_027367875.1	154
XM_027367876.1	10
XM_027367877.1	204
XM_027367878.1	190
XM_027367879.1	594
XM_027367880.1	569
XM_027367881.1	6355
XM_027367882.1	8
XM_027367883.1	47
XM_027367884.1	104
XM_027367885.1	78
XM_027367886.1	676
XM_027367887.1	746
XM_027367888.1	551
XM_027367889.1	4
XM_027367890.1	4
XM_027367893.1	1471
XM_027367894.1	425
XM_027367895.1	166
XM_027367896.1	70
XM_027367897.1	91
XM_027367899.1	60
XM_027367901.1	125
XM_027367902.1	120
XM_027367903.1	891
XM_027367904.1	91781
XM_027367905.1	2
XM_027367906.1	811
XM_027367909.1	35
XM_027367917.1	2
XM_027367919.1	10
XM_027367922.1	33
XM_027367923.1	2
XM_027367924.1	6
XM_027367925.1	65
XM_027367926.1	2
XM_027367927.1	1
XM_027367928.1	708
XM_027367929.1	158
XM_027367930.1	97
XM_027367931.1	98
XM_027367932.1	45
XM_027367933.1	7784
XM_027367934.1	57
XM_027367935.1	56
XM_027367936.1	45
XM_027367937.1	9196
XM_027367938.1	9875
XM_027367939.1	2374
XM_027367941.1	29
XM_027367942.1	48
XM_027367944.1	107
XM_027367945.1	351
XM_027367946.1	921
XM_027367947.1	120
XM_027367948.1	54
XM_027367949.1	335
XM_027367950.1	328
XM_027367951.1	265
XM_027367952.1	327
XM_027367953.1	510
XM_027367954.1	753
XM_027367955.1	50
XM_027367956.1	101
XM_027367960.1	25
XM_027367963.1	465
XM_027367964.1	14
XM_027367965.1	19
XM_027367966.1	186
XM_027367967.1	161
XM_027367968.1	869
XM_027367969.1	876
XM_027367970.1	839
XM_027367971.1	901
XM_027367972.1	917
XM_027367973.1	1094
XM_027367974.1	1107
XM_027367975.1	116
XM_027367976.1	4
XM_027367977.1	4
XM_027367979.1	2
XM_027367983.1	268
XM_027367984.1	8
XM_027367985.1	230
XM_027367991.1	2
XM_027367995.1	60
XM_027368002.1	161
XM_027368003.1	225
XM_027368004.1	219
XM_027368005.1	207
XM_027368006.1	200
XM_027368007.1	182
XM_027368008.1	215
XM_027368009.1	194
XM_027368010.1	166
XM_027368011.1	226
XM_027368013.1	76
XM_027368015.1	22
XM_027368016.1	530
XM_027368018.1	2
XM_027368021.1	6
XM_027368023.1	193
XM_027368028.1	71
XM_027368029.1	1047
XM_027368030.1	38
XM_027368031.1	69
XM_027368032.1	261
XM_027368033.1	274
XM_027368034.1	66
XM_027368035.1	37
XM_027368036.1	827
XM_027368037.1	150
XM_027368039.1	3
XM_027368040.1	36
XM_027368041.1	232
XM_027368042.1	1065
XM_027368043.1	257
XM_027368044.1	301
XM_027368045.1	6
XM_027368046.1	2
XM_027368047.1	6
XM_027368048.1	2
XM_027368049.1	6
XM_027368050.1	6
XM_027368051.1	4
XM_027368052.1	2
XM_027368053.1	4
XM_027368054.1	4
XM_027368055.1	2
XM_027368056.1	3432
XM_027368057.1	7479
XM_027368058.1	426
XM_027368059.1	184
XM_027368060.1	89
XM_027368061.1	36
XM_027368062.1	48
XM_027368063.1	33
XM_027368064.1	34
XM_027368065.1	1720
XM_027368066.1	18
XM_027368067.1	8
XM_027368068.1	19
XM_027368069.1	24
XM_027368070.1	295
XM_027368071.1	42
XM_027368072.1	9621
XM_027368073.1	29
XM_027368075.1	317
XM_027368076.1	1782
XM_027368078.1	93
XM_027368079.1	2
XM_027368081.1	1652
XM_027368082.1	285
XM_027368083.1	210
XM_027368084.1	5306
XM_027368087.1	145
XM_027368091.1	16067
XM_027368092.1	112
XM_027368096.1	2
XM_027368103.1	170
XM_027368104.1	62
XM_027368108.1	4
XM_027368109.1	2
XM_027368111.1	14505
XM_027368114.1	18
XM_027368115.1	261
XM_027368116.1	335
XM_027368118.1	32
XM_027368119.1	22
XM_027368120.1	43
XM_027368121.1	28
XM_027368122.1	25
XM_027368123.1	37
XM_027368124.1	46
XM_027368129.1	608
XM_027368132.1	1
XM_027368133.1	2
XM_027368135.1	12
XM_027368136.1	20
XM_027368139.1	20
XM_027368140.1	15
XM_027368141.1	23
XM_027368142.1	18
XM_027368143.1	19
XM_027368144.1	2
XM_027368145.1	4
XM_027368146.1	2
XM_027368147.1	200
XM_027368148.1	38
XM_027368149.1	26
XM_027368150.1	36
XM_027368152.1	35
XM_027368153.1	18
XM_027368154.1	27
XM_027368155.1	330
XM_027368156.1	304
XM_027368157.1	121
XM_027368158.1	5
XM_027368159.1	132
XM_027368160.1	1818
XM_027368161.1	20
XM_027368162.1	16
XM_027368163.1	10
XM_027368164.1	16
XM_027368165.1	2
XM_027368166.1	16
XM_027368167.1	10
XM_027368168.1	2064
XM_027368169.1	1305
XM_027368170.1	1124
XM_027368171.1	394
XM_027368172.1	179
XM_027368173.1	161
XM_027368174.1	168
XM_027368179.1	1
XM_027368181.1	1747
XM_027368182.1	1
XM_027368184.1	2
XM_027368185.1	11113
XM_027368186.1	5720
XM_027368188.1	218
XM_027368189.1	70
XM_027368191.1	237
XM_027368192.1	8
XM_027368193.1	4
XM_027368194.1	4
XM_027368196.1	169
XM_027368197.1	102
XM_027368199.1	48
XM_027368200.1	35
XM_027368201.1	22
XM_027368202.1	10
XM_027368203.1	84
XM_027368204.1	354
XM_027368206.1	1166
XM_027368207.1	1324
XM_027368208.1	271
XM_027368209.1	1291
XM_027368210.1	78
XM_027368211.1	50
XM_027368212.1	148
XM_027368213.1	178
XM_027368214.1	99
XM_027368215.1	433
XM_027368216.1	54
XM_027368217.1	83
XM_027368218.1	454
XM_027368220.1	1681
XM_027368222.1	934
XM_027368224.1	36
XM_027368225.1	17
XM_027368227.1	17
XM_027368228.1	33
XM_027368230.1	18
XM_027368231.1	9
XM_027368232.1	19
XM_027368233.1	6
XM_027368237.1	52
XM_027368240.1	20
XM_027368241.1	16
XM_027368242.1	22
XM_027368243.1	20
XM_027368244.1	821
XM_027368245.1	27
XM_027368246.1	4
XM_027368247.1	141
XM_027368248.1	2
XM_027368251.1	40
XM_027368257.1	8
XM_027368260.1	197
XM_027368262.1	30
XM_027368263.1	6
XM_027368265.1	57
XM_027368266.1	6
XM_027368268.1	156
XM_027368269.1	6
XM_027368270.1	2
XM_027368273.1	17
XM_027368274.1	25
XM_027368275.1	6
XM_027368278.1	48
XM_027368287.1	38
XM_027368288.1	40
XM_027368289.1	15
XM_027368290.1	3192
XM_027368292.1	84
XM_027368293.1	2
XM_027368294.1	3
XM_027368295.1	6
XM_027368296.1	55
XM_027368298.1	2
XM_027368301.1	13
XM_027368303.1	86
XM_027368305.1	118
XM_027368306.1	43
XM_027368307.1	7
XM_027368308.1	1
XM_027368310.1	6
XM_027368311.1	38
XM_027368312.1	12
XM_027368314.1	4
XM_027368316.1	16
XM_027368317.1	16
XM_027368318.1	33
XM_027368319.1	1019
XM_027368320.1	4
XM_027368321.1	10
XM_027368323.1	12
XM_027368324.1	14
XM_027368325.1	6
XM_027368326.1	8
XM_027368327.1	12
XM_027368330.1	195
XM_027368331.1	108
XM_027368333.1	67
XM_027368335.1	503
