#rname	numreads
XM_027379615.1	0
XM_027379616.1	0
XM_027379620.1	0
XM_027379621.1	0
XM_027379622.1	0
XM_027379623.1	0
XM_027379625.1	0
XM_027379626.1	0
XM_027379628.1	0
XM_027379629.1	0
XM_027379630.1	0
XM_027379631.1	0
XM_027379632.1	0
XM_027379634.1	0
XM_027379635.1	0
XM_027379636.1	0
XM_027379637.1	0
XM_027379638.1	0
XM_027379639.1	0
XM_027379641.1	0
XM_027379642.1	0
XM_027379643.1	0
XM_027379644.1	0
XM_027379646.1	0
XM_027379647.1	0
XM_027379648.1	0
XM_027379649.1	0
XM_027379650.1	0
XM_027379651.1	0
XM_027379653.1	0
XM_027379654.1	0
XM_027379655.1	0
XM_027379667.1	0
XM_027379670.1	0
XM_027379674.1	0
XM_027379681.1	0
XM_027379682.1	0
XM_027379684.1	0
XM_027379696.1	0
XM_027379697.1	0
XM_027379698.1	0
XM_027379699.1	0
XM_027379701.1	0
XM_027379702.1	0
XM_027379705.1	0
XM_027379709.1	0
XM_027379712.1	0
XM_027379713.1	0
XM_027379714.1	0
XM_027379716.1	0
XM_027379717.1	0
XM_027379726.1	0
XM_027379738.1	0
XM_027379741.1	0
XM_027379746.1	0
XM_027379748.1	0
XM_027379749.1	0
XM_027379752.1	0
XM_027379769.1	0
XM_027379774.1	0
XM_027379775.1	0
XM_027379776.1	0
XM_027379778.1	0
XM_027379784.1	0
XM_027379786.1	0
XM_027379787.1	0
XM_027379788.1	0
XM_027379789.1	0
XM_027379794.1	0
XM_027379795.1	0
XM_027379798.1	0
XM_027379800.1	0
XM_027379803.1	0
XM_027379811.1	0
XM_027379812.1	0
XM_027379814.1	0
XM_027379815.1	0
XM_027379818.1	0
XM_027379820.1	0
XM_027379821.1	0
XM_027379825.1	0
XM_027379826.1	0
XM_027379827.1	0
XM_027379828.1	0
XM_027379829.1	0
XM_027379830.1	0
XM_027379831.1	0
XM_027379832.1	0
XM_027379834.1	0
XM_027379835.1	0
XM_027379836.1	0
XM_027379837.1	0
XM_027379838.1	0
XM_027379840.1	0
XM_027379841.1	0
XM_027379842.1	0
XM_027379843.1	0
XM_027379844.1	0
XM_027379847.1	0
XM_027379848.1	0
XM_027379849.1	0
XM_027379850.1	0
XM_027379854.1	0
XM_027379855.1	0
XM_027379860.1	0
XM_027379861.1	0
XM_027379862.1	0
XM_027379863.1	0
XM_027379871.1	0
XM_027379873.1	0
XM_027379874.1	0
XM_027379875.1	0
XM_027379876.1	0
XM_027379880.1	0
XM_027379882.1	0
XM_027379883.1	0
XM_027379884.1	0
XM_027379886.1	0
XM_027379887.1	0
XM_027379888.1	0
XM_027379889.1	0
XM_027379890.1	0
XM_027379892.1	0
XM_027379893.1	0
XM_027379894.1	0
XM_027379895.1	0
XM_027379896.1	0
XM_027379897.1	0
XM_027379898.1	0
XM_027379908.1	0
XM_027379917.1	0
XM_027379919.1	0
XM_027379920.1	0
XM_027379921.1	0
XM_027379922.1	0
XM_027379925.1	0
XM_027379926.1	0
XM_027379927.1	0
XM_027379928.1	0
XM_027379929.1	0
XM_027379930.1	0
XM_027379933.1	0
XM_027379934.1	0
XM_027379936.1	0
XM_027379939.1	0
XM_027379941.1	0
XM_027379943.1	0
XM_027379944.1	0
XM_027379945.1	0
XM_027379947.1	0
XM_027379949.1	0
XM_027379951.1	0
XM_027379952.1	0
XM_027379953.1	0
XM_027379954.1	0
XM_027379955.1	0
XM_027379956.1	0
XM_027379957.1	0
XM_027379958.1	0
XM_027379960.1	0
XM_027379961.1	0
XM_027379962.1	0
XM_027379964.1	0
XM_027379967.1	0
XM_027379971.1	0
XM_027379972.1	0
XM_027379973.1	0
XM_027379976.1	0
XM_027379977.1	0
XM_027379978.1	0
XM_027379979.1	0
XM_027379981.1	0
XM_027379988.1	0
XM_027379991.1	0
XM_027379997.1	0
XM_027379998.1	0
XM_027379999.1	0
XM_027380000.1	0
XM_027380006.1	0
XM_027380010.1	0
XM_027380029.1	0
XM_027380032.1	0
XM_027380033.1	0
XM_027380035.1	0
XM_027380037.1	0
XM_027380039.1	0
XM_027380042.1	0
XM_027380043.1	0
XM_027380044.1	0
XM_027380045.1	0
XM_027380049.1	0
XM_027380052.1	0
XM_027380053.1	0
XM_027380054.1	0
XM_027380055.1	0
XM_027380061.1	0
XM_027380062.1	0
XM_027380063.1	0
XM_027380065.1	0
XM_027380066.1	0
XM_027380067.1	0
XM_027380071.1	0
XM_027380074.1	0
XM_027380078.1	0
XM_027380083.1	0
XM_027380084.1	0
XM_027380085.1	0
XM_027380086.1	0
XM_027380087.1	0
XM_027380092.1	0
XM_027380099.1	0
XM_027380101.1	0
XM_027380104.1	0
XM_027380106.1	0
XM_027380111.1	0
XM_027380117.1	0
XM_027380118.1	0
XM_027380123.1	0
XM_027380125.1	0
XM_027380126.1	0
XM_027380127.1	0
XM_027380128.1	0
XM_027380129.1	0
XM_027380130.1	0
XM_027380131.1	0
XM_027380132.1	0
XM_027380134.1	0
XM_027380136.1	0
XM_027380137.1	0
XM_027380140.1	0
XM_027380141.1	0
XM_027380145.1	0
XM_027380151.1	0
XM_027380153.1	0
XM_027380157.1	0
XM_027380160.1	0
XM_027380161.1	0
XM_027380162.1	0
XM_027380163.1	0
XM_027380166.1	0
XM_027380168.1	0
XM_027380171.1	0
XM_027380173.1	0
XM_027380175.1	0
XM_027380176.1	0
XM_027380179.1	0
XM_027380185.1	0
XM_027380186.1	0
XM_027380190.1	0
XM_027380197.1	0
XM_027380200.1	0
XM_027380202.1	0
XM_027380203.1	0
XM_027380209.1	0
XM_027380210.1	0
XM_027380211.1	0
XM_027380212.1	0
XM_027380215.1	0
XM_027380222.1	0
XM_027380223.1	0
XM_027380224.1	0
XM_027380230.1	0
XM_027380231.1	0
XM_027380232.1	0
XM_027380235.1	0
XM_027380236.1	0
XM_027380247.1	0
XM_027380254.1	0
XM_027380257.1	0
XM_027380258.1	0
XM_027380259.1	0
XM_027380260.1	0
XM_027380264.1	0
XM_027380266.1	0
XM_027380275.1	0
XM_027380276.1	0
XM_027380277.1	0
XM_027380281.1	0
XM_027380282.1	0
XM_027380285.1	0
XM_027380286.1	0
XM_027380287.1	0
XM_027380288.1	0
XM_027380291.1	0
XM_027380292.1	0
XM_027380293.1	0
XM_027380295.1	0
XM_027380296.1	0
XM_027380299.1	0
XM_027380304.1	0
XM_027380308.1	0
XM_027380314.1	0
XM_027380317.1	0
XM_027380318.1	0
XM_027380319.1	0
XM_027380320.1	0
XM_027380321.1	0
XM_027380322.1	0
XM_027380323.1	0
XM_027380325.1	0
XM_027380326.1	0
XM_027380327.1	0
XM_027380328.1	0
XM_027380329.1	0
XM_027380330.1	0
XM_027380331.1	0
XM_027380332.1	0
XM_027380333.1	0
XM_027380337.1	0
XM_027380344.1	0
XM_027380353.1	0
XM_027380358.1	0
XM_027380359.1	0
XM_027380362.1	0
XM_027380367.1	0
XM_027380370.1	0
XM_027380372.1	0
XM_027380379.1	0
XM_027380381.1	0
XM_027380382.1	0
XM_027380388.1	0
XM_027380389.1	0
XM_027380391.1	0
XM_027380393.1	0
XM_027380413.1	0
XM_027380415.1	0
XM_027380419.1	0
XM_027380423.1	0
XM_027380425.1	0
XM_027380426.1	0
XM_027380427.1	0
XM_027380432.1	0
XM_027380433.1	0
XM_027380434.1	0
XM_027380437.1	0
XM_027380438.1	0
XM_027380440.1	0
XM_027380442.1	0
XM_027380443.1	0
XM_027380458.1	0
XM_027380459.1	0
XM_027380478.1	0
XM_027380480.1	0
XM_027380493.1	0
XM_027380496.1	0
XM_027380505.1	0
XM_027380506.1	0
XM_027380523.1	0
XM_027380529.1	0
XM_027380530.1	0
XM_027380532.1	0
XM_027380534.1	0
XM_027380535.1	0
XM_027380541.1	0
XM_027380542.1	0
XM_027380543.1	0
XM_027380546.1	0
XM_027380549.1	0
XM_027380550.1	0
XM_027380551.1	0
XM_027380553.1	0
XM_027380563.1	0
XM_027380565.1	0
XM_027380566.1	0
XM_027380568.1	0
XM_027380570.1	0
XM_027380575.1	0
XM_027380576.1	0
XM_027380577.1	0
XM_027380578.1	0
XM_027380580.1	0
XM_027380581.1	0
XM_027380582.1	0
XM_027380584.1	0
XM_027380585.1	0
XM_027380588.1	0
XM_027380591.1	0
XM_027380600.1	0
XM_027380616.1	0
XM_027380617.1	0
XM_027380622.1	0
XM_027380624.1	0
XM_027380625.1	0
XM_027380626.1	0
XM_027380627.1	0
XM_027380629.1	0
XM_027380631.1	0
XM_027380632.1	0
XM_027380634.1	0
XM_027380635.1	0
XM_027380637.1	0
XM_027380646.1	0
XM_027380650.1	0
XM_027380652.1	0
XM_027380658.1	0
XM_027380664.1	0
XM_027380665.1	0
XM_027380666.1	0
XM_027380667.1	0
XM_027380669.1	0
XM_027380671.1	0
XM_027380672.1	0
XM_027380679.1	0
XM_027380689.1	0
XM_027380690.1	0
XM_027380691.1	0
XM_027380692.1	0
XM_027380694.1	0
XM_027380696.1	0
XM_027380697.1	0
XM_027380698.1	0
XM_027380706.1	0
XM_027380710.1	0
XM_027380714.1	0
XM_027380716.1	0
XM_027380717.1	0
XM_027380718.1	0
XM_027380719.1	0
XM_027380720.1	0
XM_027380721.1	0
XM_027380722.1	0
XM_027380723.1	0
XM_027380724.1	0
XM_027380725.1	0
XM_027380729.1	0
XM_027380731.1	0
XM_027380741.1	0
XM_027380743.1	0
XM_027380744.1	0
XM_027380745.1	0
XM_027380747.1	0
XM_027380753.1	0
XM_027380754.1	0
XM_027380755.1	0
XM_027380756.1	0
XM_027380765.1	0
XM_027380767.1	0
XM_027380768.1	0
XM_027380773.1	0
XM_027380775.1	0
XM_027380785.1	0
XM_027380792.1	0
XM_027380794.1	0
XM_027380796.1	0
XM_027380798.1	0
XM_027380806.1	0
XM_027380819.1	0
XM_027380823.1	0
XM_027380828.1	0
XM_027380830.1	0
XM_027380832.1	0
XM_027380836.1	0
XM_027380837.1	0
XM_027380838.1	0
XM_027380839.1	0
XM_027380840.1	0
XM_027380841.1	0
XM_027380842.1	0
XM_027380843.1	0
XM_027380844.1	0
XM_027380845.1	0
XM_027380846.1	0
XM_027380847.1	0
XM_027380849.1	0
XM_027380850.1	0
XM_027380852.1	0
XM_027380859.1	0
XM_027380860.1	0
XM_027380861.1	0
XM_027380865.1	0
XM_027380877.1	0
XM_027380884.1	0
XM_027380886.1	0
XM_027380887.1	0
XM_027380888.1	0
XM_027380889.1	0
XM_027380890.1	0
XM_027380894.1	0
XM_027380898.1	0
XM_027380903.1	0
XM_027380905.1	0
XM_027380906.1	0
XM_027380907.1	0
XM_027380917.1	0
XM_027380922.1	0
XM_027380925.1	0
XM_027380926.1	0
XM_027380927.1	0
XM_027380928.1	0
XM_027380930.1	0
XM_027380931.1	0
XM_027380932.1	0
XM_027380940.1	0
XM_027380941.1	0
XM_027380943.1	0
XM_027380945.1	0
XM_027380949.1	0
XM_027380963.1	0
XM_027380964.1	0
XM_027380965.1	0
XM_027380968.1	0
XM_027380969.1	0
XM_027380970.1	0
XM_027380977.1	0
XM_027380980.1	0
XM_027380986.1	0
XM_027380989.1	0
XM_027380991.1	0
XM_027380993.1	0
XM_027380994.1	0
XM_027381003.1	0
XM_027381004.1	0
XM_027381007.1	0
XM_027381010.1	0
XM_027381011.1	0
XM_027381012.1	0
XM_027381013.1	0
XM_027381014.1	0
XM_027381015.1	0
XM_027381017.1	0
XM_027381019.1	0
XM_027381024.1	0
XM_027381027.1	0
XM_027381032.1	0
XM_027381035.1	0
XM_027381036.1	0
XM_027381038.1	0
XM_027381042.1	0
XM_027381051.1	0
XM_027381052.1	0
XM_027381057.1	0
XM_027381058.1	0
XM_027381067.1	0
XM_027381068.1	0
XM_027381069.1	0
XM_027381070.1	0
XM_027381071.1	0
XM_027381086.1	0
XM_027381087.1	0
XM_027381091.1	0
XM_027381092.1	0
XM_027381093.1	0
XM_027381094.1	0
XM_027381101.1	0
XM_027381102.1	0
XM_027381109.1	0
XM_027381110.1	0
XM_027381111.1	0
XM_027381115.1	0
XM_027381116.1	0
XM_027381117.1	0
XM_027381119.1	0
XM_027381121.1	0
XM_027381123.1	0
XM_027381126.1	0
XM_027381127.1	0
XM_027381128.1	0
XM_027381138.1	0
XM_027381141.1	0
XM_027381142.1	0
XM_027381143.1	0
XM_027381146.1	0
XM_027381147.1	0
XM_027381149.1	0
XM_027381151.1	0
XM_027381152.1	0
XM_027381157.1	0
XM_027381163.1	0
XM_027381170.1	0
XM_027381176.1	0
XM_027381188.1	0
XM_027381192.1	0
XM_027381193.1	0
XM_027381194.1	0
XM_027381196.1	0
XM_027381197.1	0
XM_027381199.1	0
XM_027381201.1	0
XM_027381217.1	0
XM_027381218.1	0
XM_027381223.1	0
XM_027381224.1	0
XM_027381225.1	0
XM_027381226.1	0
XM_027381227.1	0
XM_027381228.1	0
XM_027381229.1	0
XM_027381230.1	0
XM_027381231.1	0
XM_027381234.1	0
XM_027381235.1	0
XM_027381236.1	0
XM_027381237.1	0
XM_027381238.1	0
XM_027381239.1	0
XM_027381240.1	0
XM_027381241.1	0
XM_027381244.1	0
XM_027381245.1	0
XM_027381246.1	0
XM_027381247.1	0
XM_027381248.1	0
XM_027381249.1	0
XM_027381251.1	0
XM_027381252.1	0
XM_027381254.1	0
XM_027381255.1	0
XM_027381256.1	0
XM_027381257.1	0
XM_027381258.1	0
XM_027381259.1	0
XM_027381260.1	0
XM_027381264.1	0
XM_027381265.1	0
XM_027381266.1	0
XM_027381279.1	0
XM_027381305.1	0
XM_027381316.1	0
XM_027381318.1	0
XM_027381342.1	0
XM_027381344.1	0
XM_027381352.1	0
XM_027381361.1	0
XM_027381362.1	0
XM_027381363.1	0
XM_027381369.1	0
XM_027381370.1	0
XM_027381372.1	0
XM_027381373.1	0
XM_027381375.1	0
XM_027381383.1	0
XM_027381394.1	0
XM_027381395.1	0
XM_027381396.1	0
XM_027381397.1	0
XM_027381398.1	0
XM_027381399.1	0
XM_027381409.1	0
XM_027381420.1	0
XM_027381421.1	0
XM_027381426.1	0
XM_027381429.1	0
XM_027381432.1	0
XM_027381444.1	0
XM_027381445.1	0
XM_027381446.1	0
XM_027381450.1	0
XM_027381452.1	0
XM_027381454.1	0
XM_027381457.1	0
XM_027381459.1	0
XM_027381460.1	0
XM_027381463.1	0
XM_027381464.1	0
XM_027381465.1	0
XM_027381466.1	0
XM_027381471.1	0
XM_027381472.1	0
XM_027381474.1	0
XM_027381475.1	0
XM_027381476.1	0
XM_027381477.1	0
XM_027381481.1	0
XM_027381489.1	0
XM_027381491.1	0
XM_027381492.1	0
XM_027381498.1	0
XM_027381499.1	0
XM_027381515.1	0
XM_027381516.1	0
XM_027381517.1	0
XM_027381519.1	0
XM_027381520.1	0
XM_027381525.1	0
XM_027381526.1	0
XM_027381530.1	0
XM_027381531.1	0
XM_027381532.1	0
XM_027381533.1	0
XM_027381534.1	0
XM_027381543.1	0
XM_027381550.1	0
XM_027381558.1	0
XM_027381562.1	0
XM_027381563.1	0
XM_027381565.1	0
XM_027381566.1	0
XM_027381568.1	0
XM_027381583.1	0
XM_027381585.1	0
XM_027381587.1	0
XM_027381588.1	0
XM_027381589.1	0
XM_027381592.1	0
XM_027381594.1	0
XM_027381595.1	0
XM_027381596.1	0
XM_027381598.1	0
XM_027381600.1	0
XM_027381601.1	0
XM_027381602.1	0
XM_027381609.1	0
XM_027381610.1	0
XM_027381611.1	0
XM_027381613.1	0
XM_027381614.1	0
XM_027381616.1	0
XM_027381625.1	0
XM_027381626.1	0
XM_027381631.1	0
XM_027381632.1	0
XM_027381633.1	0
XM_027381634.1	0
XM_027381635.1	0
XM_027381636.1	0
XM_027381640.1	0
XM_027381645.1	0
XM_027381647.1	0
XM_027381649.1	0
XM_027381650.1	0
XM_027381651.1	0
XM_027381653.1	0
XM_027381654.1	0
XM_027381672.1	0
XM_027381674.1	0
XM_027381675.1	0
XM_027381676.1	0
XM_027381677.1	0
XM_027381678.1	0
XM_027381679.1	0
XM_027381680.1	0
XM_027381681.1	0
XM_027381682.1	0
XM_027381683.1	0
XM_027381692.1	0
XM_027381694.1	0
XM_027381702.1	0
XM_027381703.1	0
XM_027381704.1	0
XM_027381705.1	0
XM_027381716.1	0
XM_027381717.1	0
XM_027381718.1	0
XM_027381719.1	0
XM_027381720.1	0
XM_027381723.1	0
XM_027381724.1	0
XM_027381725.1	0
XM_027381727.1	0
XM_027381730.1	0
XM_027381736.1	0
XM_027381738.1	0
XM_027381744.1	0
XM_027381746.1	0
XM_027381747.1	0
XM_027381751.1	0
XM_027381762.1	0
XM_027381766.1	0
XM_027381767.1	0
XM_027381771.1	0
XM_027381781.1	0
XM_027381787.1	0
XM_027381788.1	0
XM_027381789.1	0
XM_027381790.1	0
XM_027381791.1	0
XM_027381792.1	0
XM_027381793.1	0
XM_027381794.1	0
XM_027381795.1	0
XM_027381796.1	0
XM_027381797.1	0
XM_027381798.1	0
XM_027381799.1	0
XM_027381800.1	0
XM_027381801.1	0
XM_027381802.1	0
XM_027381804.1	0
XM_027381810.1	0
XM_027381813.1	0
XM_027381815.1	0
XM_027381817.1	0
XM_027381818.1	0
XM_027381819.1	0
XM_027381822.1	0
XM_027381823.1	0
XM_027381825.1	0
XM_027381827.1	0
XM_027381828.1	0
XM_027381829.1	0
XM_027381830.1	0
XM_027381832.1	0
XM_027381846.1	0
XM_027381847.1	0
XM_027381849.1	0
XM_027381850.1	0
XM_027381859.1	0
XM_027381860.1	0
XM_027381870.1	0
XM_027381874.1	0
XM_027381879.1	0
XM_027381880.1	0
XM_027381881.1	0
XM_027381883.1	0
XM_027381887.1	0
XM_027381898.1	0
XM_027381900.1	0
XM_027381901.1	0
XM_027381902.1	0
XM_027381906.1	0
XM_027381909.1	0
XM_027381910.1	0
XM_027381911.1	0
XM_027381913.1	0
XM_027381917.1	0
XM_027381924.1	0
XM_027381925.1	0
XM_027381926.1	0
XM_027381927.1	0
XM_027381928.1	0
XM_027381932.1	0
XM_027381933.1	0
XM_027381935.1	0
XM_027381950.1	0
XM_027381953.1	0
XM_027381955.1	0
XM_027381956.1	0
XM_027381960.1	0
XM_027381971.1	0
XM_027381972.1	0
XM_027381973.1	0
XM_027381974.1	0
XM_027381975.1	0
XM_027381977.1	0
XM_027381978.1	0
XM_027381979.1	0
XM_027381980.1	0
XM_027381981.1	0
XM_027381982.1	0
XM_027381983.1	0
XM_027381985.1	0
XM_027381986.1	0
XM_027381988.1	0
XM_027381989.1	0
XM_027381990.1	0
XM_027381991.1	0
XM_027381993.1	0
XM_027382002.1	0
XM_027382003.1	0
XM_027382004.1	0
XM_027382005.1	0
XM_027382013.1	0
XM_027382014.1	0
XM_027382018.1	0
XM_027382028.1	0
XM_027382030.1	0
XM_027382032.1	0
XM_027382042.1	0
XM_027382043.1	0
XM_027382044.1	0
XM_027382045.1	0
XM_027382046.1	0
XM_027382047.1	0
XM_027382053.1	0
XM_027382067.1	0
XM_027382068.1	0
XM_027382071.1	0
XM_027382073.1	0
XM_027382080.1	0
XM_027382081.1	0
XM_027382091.1	0
XM_027382092.1	0
XM_027382093.1	0
XM_027382099.1	0
XM_027382104.1	0
XM_027382109.1	0
XM_027382115.1	0
XM_027382116.1	0
XM_027382117.1	0
XM_027382118.1	0
XM_027382119.1	0
XM_027382120.1	0
XM_027382122.1	0
XM_027382123.1	0
XM_027382126.1	0
XM_027382141.1	0
XM_027382146.1	0
XM_027382150.1	0
XM_027382154.1	0
XM_027382157.1	0
XM_027382161.1	0
XM_027382162.1	0
XM_027382163.1	0
XM_027382164.1	0
XM_027382174.1	0
XM_027382175.1	0
XM_027382179.1	0
XM_027382181.1	0
XM_027382182.1	0
XM_027382183.1	0
XM_027382196.1	0
XM_027382199.1	0
XM_027382208.1	0
XM_027382210.1	0
XM_027382211.1	0
XM_027382213.1	0
XM_027382216.1	0
XM_027382219.1	0
XM_027382226.1	0
XM_027382233.1	0
XM_027382234.1	0
XM_027382235.1	0
XM_027382236.1	0
XM_027382238.1	0
XM_027382239.1	0
XM_027382240.1	0
XM_027382243.1	0
XM_027382256.1	0
XM_027382266.1	0
XM_027382267.1	0
XM_027382268.1	0
XM_027382269.1	0
XM_027382271.1	0
XM_027382272.1	0
XM_027382273.1	0
XM_027382276.1	0
XM_027382277.1	0
XM_027382278.1	0
XM_027382279.1	0
XM_027382280.1	0
XM_027382281.1	0
XM_027382283.1	0
XM_027382285.1	0
XM_027382295.1	0
XM_027382296.1	0
XM_027382297.1	0
XM_027382298.1	0
XM_027382300.1	0
XM_027382301.1	0
XM_027382302.1	0
XM_027382303.1	0
XM_027382305.1	0
XM_027382307.1	0
XM_027382308.1	0
XM_027382318.1	0
XM_027382319.1	0
XM_027382323.1	0
XM_027382326.1	0
XM_027382327.1	0
XM_027382328.1	0
XM_027382329.1	0
XM_027382330.1	0
XM_027382331.1	0
XM_027382333.1	0
XM_027382334.1	0
XM_027382335.1	0
XM_027382337.1	0
XM_027382339.1	0
XM_027382340.1	0
XM_027382342.1	0
XM_027382344.1	0
XM_027382347.1	0
XM_027382348.1	0
XM_027382358.1	0
XM_027382366.1	0
XM_027382368.1	0
XM_027382369.1	0
XM_027382375.1	0
XM_027382377.1	0
XM_027382378.1	0
XM_027382381.1	0
XM_027382385.1	0
XM_027382386.1	0
XM_027382387.1	0
XM_027382401.1	0
XM_027382402.1	0
XM_027382417.1	0
XM_027382418.1	0
XM_027382433.1	0
XM_027382434.1	0
XM_027382435.1	0
XM_027382439.1	0
XM_027382440.1	0
XM_027382441.1	0
XM_027382442.1	0
XM_027382443.1	0
XM_027382456.1	0
XM_027382457.1	0
XM_027382460.1	0
XM_027382462.1	0
XM_027382464.1	0
XM_027382465.1	0
XM_027382489.1	0
XM_027382490.1	0
XM_027382493.1	0
XM_027382498.1	0
XM_027382503.1	0
XM_027382505.1	0
XM_027382518.1	0
XM_027382523.1	0
XM_027382532.1	0
XM_027382536.1	0
XM_027382537.1	0
XM_027382538.1	0
XM_027382539.1	0
XM_027382540.1	0
XM_027382548.1	0
XM_027382553.1	0
XM_027382572.1	0
XM_027382573.1	0
XM_027382574.1	0
XM_027382576.1	0
XM_027382582.1	0
XM_027382584.1	0
XM_027382585.1	0
XM_027382586.1	0
XM_027382587.1	0
XM_027382588.1	0
XM_027382589.1	0
XM_027382590.1	0
XM_027382591.1	0
XM_027382592.1	0
XM_027382593.1	0
XM_027382594.1	0
XM_027382596.1	0
XM_027382602.1	0
XM_027382603.1	0
XM_027382604.1	0
XM_027382612.1	0
XM_027382614.1	0
XM_027382615.1	0
XM_027382616.1	0
XM_027382617.1	0
XM_027382619.1	0
XM_027382633.1	0
XM_027382639.1	0
XM_027382640.1	0
XM_027382641.1	0
XM_027382645.1	0
XM_027382646.1	0
XM_027382647.1	0
XM_027382648.1	0
XM_027382649.1	0
XM_027382650.1	0
XM_027382651.1	0
XM_027382652.1	0
XM_027382657.1	0
XM_027382662.1	0
XM_027382663.1	0
XM_027382671.1	0
XM_027382674.1	0
XM_027382684.1	0
XM_027382693.1	0
XM_027382699.1	0
XM_027382702.1	0
XM_027382703.1	0
XM_027382704.1	0
XM_027382706.1	0
XM_027382707.1	0
XM_027382708.1	0
XM_027382709.1	0
XM_027382719.1	0
XM_027382720.1	0
XM_027382722.1	0
XM_027382730.1	0
XM_027382731.1	0
XM_027382733.1	0
XM_027382735.1	0
XM_027382737.1	0
XM_027382738.1	0
XM_027382739.1	0
XM_027382740.1	0
XM_027382743.1	0
XM_027382744.1	0
XM_027382746.1	0
XM_027382747.1	0
XM_027382750.1	0
XM_027382752.1	0
XM_027382753.1	0
XM_027382764.1	0
XM_027382767.1	0
XM_027382770.1	0
XM_027382771.1	0
XM_027382773.1	0
XM_027382775.1	0
XM_027382776.1	0
XM_027382777.1	0
XM_027382778.1	0
XM_027382779.1	0
XM_027382780.1	0
XM_027382781.1	0
XM_027382782.1	0
XM_027382783.1	0
XM_027382785.1	0
XM_027382787.1	0
XM_027382789.1	0
XM_027382790.1	0
XM_027382791.1	0
XM_027382792.1	0
XM_027382793.1	0
XM_027382794.1	0
XM_027382796.1	0
XM_027382797.1	0
XM_027382801.1	0
XM_027382802.1	0
XM_027382803.1	0
XM_027382809.1	0
XM_027382810.1	0
XM_027382812.1	0
XM_027382813.1	0
XM_027382814.1	0
XM_027382815.1	0
XM_027382829.1	0
XM_027382830.1	0
XM_027382833.1	0
XM_027382841.1	0
XM_027382842.1	0
XM_027382843.1	0
XM_027382844.1	0
XM_027382851.1	0
XM_027382854.1	0
XM_027382855.1	0
XM_027382856.1	0
XM_027382857.1	0
XM_027382858.1	0
XM_027382860.1	0
XM_027382861.1	0
XM_027382863.1	0
XM_027382864.1	0
XM_027382865.1	0
XM_027382866.1	0
XM_027382867.1	0
XM_027382869.1	0
XM_027382873.1	0
XM_027382874.1	0
XM_027382876.1	0
XM_027382888.1	0
XM_027382889.1	0
XM_027382891.1	0
XM_027382892.1	0
XM_027382894.1	0
XM_027382896.1	0
XM_027382897.1	0
XM_027382898.1	0
XM_027382899.1	0
XM_027382900.1	0
XM_027382905.1	0
XM_027382906.1	0
XM_027382909.1	0
XM_027382910.1	0
XM_027382911.1	0
XM_027382914.1	0
XM_027382915.1	0
XM_027382916.1	0
XM_027382917.1	0
XM_027382918.1	0
XM_027382919.1	0
XM_027382920.1	0
XM_027382922.1	0
XM_027382923.1	0
XM_027382924.1	0
XM_027382925.1	0
XM_027382928.1	0
XM_027382929.1	0
XM_027382930.1	0
XM_027382931.1	0
XM_027382932.1	0
XM_027382933.1	0
XM_027382934.1	0
XM_027382937.1	0
XM_027382939.1	0
XM_027382940.1	0
XM_027382941.1	0
XM_027382946.1	0
XM_027382951.1	0
XM_027382952.1	0
XM_027382953.1	0
XM_027382954.1	0
XM_027382955.1	0
XM_027382956.1	0
XM_027382958.1	0
XM_027382959.1	0
XM_027382960.1	0
XM_027382963.1	0
XM_027382966.1	0
XM_027382967.1	0
XM_027382968.1	0
XM_027382970.1	0
XM_027382972.1	0
XM_027382973.1	0
XM_027382979.1	0
XM_027382980.1	0
XM_027382981.1	0
XM_027382987.1	0
XM_027382988.1	0
XM_027382991.1	0
XM_027382993.1	0
XM_027383002.1	0
XM_027383003.1	0
XM_027383004.1	0
XM_027383012.1	0
XM_027383013.1	0
XM_027383023.1	0
XM_027383027.1	0
XM_027383028.1	0
XM_027383029.1	0
XM_027383033.1	0
XM_027383034.1	0
XM_027383039.1	0
XM_027383042.1	0
XM_027383044.1	0
XM_027383045.1	0
XM_027383046.1	0
XM_027383048.1	0
XM_027383049.1	0
XM_027383050.1	0
XM_027383057.1	0
XM_027383059.1	0
XM_027383060.1	0
XM_027383061.1	0
XM_027383090.1	0
XM_027383091.1	0
XM_027383092.1	0
XM_027383093.1	0
XM_027383094.1	0
XM_027383095.1	0
XM_027383096.1	0
XM_027383098.1	0
XM_027383099.1	0
XM_027383100.1	0
XM_027383101.1	0
XM_027383105.1	0
XM_027383106.1	0
XM_027383107.1	0
XM_027383108.1	0
XM_027383112.1	0
XM_027383114.1	0
XM_027383117.1	0
XM_027383118.1	0
XM_027383122.1	0
XM_027383123.1	0
XM_027383124.1	0
XM_027383129.1	0
XM_027383135.1	0
XM_027383136.1	0
XM_027383138.1	0
XM_027383139.1	0
XM_027383140.1	0
XM_027383141.1	0
XM_027383142.1	0
XM_027383143.1	0
XM_027383145.1	0
XM_027383146.1	0
XM_027383150.1	0
XM_027383152.1	0
XM_027383157.1	0
XM_027383158.1	0
XM_027383171.1	0
XM_027383172.1	0
XM_027383174.1	0
XM_027383176.1	0
XM_027383178.1	0
XM_027383187.1	0
XM_027383188.1	0
XM_027383189.1	0
XM_027383190.1	0
XM_027383192.1	0
XM_027383201.1	0
XM_027383216.1	0
XM_027383225.1	0
XM_027383226.1	0
XM_027383241.1	0
