ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	Expression
XM_027351037.1	-12.5207041330053	10.7079920446211	1.57197651150529e-14	1.03003499322751e-13	48424	70216	57495	42967	50299	36283	65	93	13	4	0	4	4119.79336758377	5020.4787894557	5223.06544232588	1625.10455226101	2464.86474903991	1616.92278581631	0.863540545136053	2.21845480718063	0.289462208382432	0.0289326083290867	0	0.0319872415984386	Up_muscle_Down_hemocytes
XM_027351039.1	-3.07681994383438	3.01750135987605	6.69139331963108e-14	4.1852277767018e-13	192	324	213	420	136	133	94	68	127	231	231	190	16.3348820125575	23.1661605301306	19.3497337023291	15.8853052796245	6.66457794129958	5.92703829654573	1.24881248065829	1.62209598804605	2.82782311265914	1.67085813100476	1.46343226627588	1.51939397592583	Up_muscle_Down_hemocytes
XM_027351041.1	3.88358699577187	2.44744956111259	4.36748676218935e-15	2.96659915582468e-14	0	12	6	29	16	15	567	286	609	1520	1775	1264	0	0.858005945560391	0.54506292119237	1.09684250740264	0.784067993094068	0.668462965775834	7.53273060141757	6.82234489089957	13.5601911465309	10.9943911650529	11.2449881932454	10.1079683451066	Down_muscle_Up_hemocytes
XM_027351045.1	-12.2356360962909	14.7606982607117	6.89149322784069e-09	2.70025838446655e-08	752344	1315421	1046983	552981	670894	585280	1260	1910	296	18	4	2	64007.5545461226	94053.2532429163	95111.9354031251	20914.9333305524	32876.6570099282	26082.5336406187	16.7394013364835	45.5618137818818	6.59083182163076	0.13019673748089	0.0253408184636516	0.0159936207992193	Up_muscle_Down_hemocytes
XM_027351051.1	4.3899817341939	1.35355105653367	1.56602142542585e-13	9.4440981061143e-13	2	4	0	8	2	9	146	90	132	957	1137	867	0.17015502096414	0.286001981853464	0	0.302577243421419	0.0980084991367585	0.4010777794655	1.93964491676714	2.14689174888448	2.93915473126777	6.92212654273399	7.20312764829296	6.93323461646157	Down_muscle_Up_hemocytes
XM_027351077.1	2.40091397147063	2.98250169555567	2.55007055536798e-05	6.72296104183025e-05	22	18	34	55	90	49	1370	1165	941	561	629	505	1.87170523060554	1.28700891834059	3.08868988675676	2.08021854852225	4.41038246115413	2.18364568820106	18.2007776436368	27.7903209716713	20.9526106221437	4.05779831815441	3.98484370340921	4.03838925180287	Down_muscle_Up_hemocytes
XM_027351080.1	1.76740777625745	1.11921758416509	5.96861996917406e-05	0.000149794920073584	9	19	6	17	33	17	270	244	208	255	243	269	0.765697594338631	1.35850941380395	0.54506292119237	0.642976642270515	1.61714023575651	0.757591361212612	3.58701457210361	5.82046207475348	4.63139533411891	1.84445378097928	1.53945472166683	2.151141997495	Down_muscle_Up_hemocytes
XM_027351086.1	-2.76685025831024	3.2311547033525	1.11956188392457e-24	1.45896470759498e-23	239	209	216	339	338	320	171	128	133	273	316	282	20.3335250052148	14.9436035518435	19.6222651629253	12.8217106899826	16.5634363541122	14.2605432698845	2.27177589566562	3.05335715396904	2.9614210549895	1.97465051846017	2.00192465862847	2.25510053268992	Up_muscle_Down_hemocytes
XM_027351097.1	-2.04575706213077	1.85645585195472	7.80877913033435e-09	3.0484730485323e-08	43	73	59	157	159	159	60	31	49	267	309	239	3.65833295072902	5.21953616882571	5.35978539172497	5.93807840214534	7.7916756813723	7.08570743722384	0.797114349356357	0.739484935726877	1.09104986236455	1.93125160596654	1.95757822631708	1.91123768550671	Up_muscle_Down_hemocytes
XM_027351111.1	1.98055886003841	2.43158208281305	3.33909503321133e-12	1.78340564023395e-11	23	26	12	67	62	50	676	400	391	1178	1271	906	1.95678274108761	1.85901288204751	1.09012584238474	2.53408441365438	3.03826347323951	2.22820988591945	8.98082166941496	9.54174110615325	8.70613257519469	8.52065315291603	8.05204506682529	7.24511022204634	Down_muscle_Up_hemocytes
XM_027351115.1	-1.87972995001686	1.6178122700685	2.48685796762362e-08	9.25663799059902e-08	40	68	58	115	140	97	51	35	50	231	262	234	3.40310041928281	4.86203369150889	5.26894157152624	4.34954787418289	6.86059493957309	4.32272717868373	0.677547196952904	0.834902346788409	1.11331618608628	1.67085813100476	1.65982360936918	1.87125363350866	Up_muscle_Down_hemocytes
XM_027351123.1	-2.17970243097046	1.91000929039732	1.23442958862425e-09	5.21352985004108e-09	39	103	72	117	178	151	60	36	47	245	305	214	3.31802290880074	7.36455103272669	6.54075505430844	4.42519218503825	8.7227564231715	6.72919385547673	0.797114349356357	0.858756699553792	1.0465172149211	1.77212226015656	1.93223740785343	1.71131742551646	Up_muscle_Down_hemocytes
XM_027351125.1	2.33261186252021	0.631110475578053	0.00076516302601004	0.0016360553456726	1	4	0	24	6	27	83	38	51	566	605	447	0.0850775104820702	0.286001981853464	0	0.907731730264256	0.294025497410275	1.2032333383965	1.10267484994296	0.906465405084558	1.135582509808	4.09396407856577	3.8327987926273	3.57457424862551	Down_muscle_Up_hemocytes
XM_027351129.1	6.17317736289077	10.3338625019494	1.35091872902774e-26	2.0483065136692e-25	231	465	276	1564	740	856	204915	225647	144610	184286	206270	163838	19.6529049213582	33.2477303904652	25.072894374849	59.1538510888874	36.2631446806006	38.1469532469409	2722.3447816393	5382.6631384504	3219.93307339873	1332.96866463352	1306.76265612435	1310.18142225125	Down_muscle_Up_hemocytes
XM_027351132.1	-2.03466024561621	1.69657411794326	3.60196871259067e-09	1.45868334224756e-08	46	64	56	109	156	135	47	35	57	227	207	241	3.91356548217523	4.57603170965542	5.08725393112878	4.12261494161683	7.64466293266716	6.01616669198251	0.624406240329146	0.834902346788409	1.26918045213836	1.64192552267567	1.31138735549397	1.92723130630593	Up_muscle_Down_hemocytes
XM_027351140.1	-2.15777967374325	2.42734618572961	6.40553128433575e-09	2.52220257986599e-08	149	114	63	276	211	123	118	155	115	198	221	158	12.6765490618285	8.15105648282372	5.72316067251988	10.4389148980389	10.339896658928	5.48139631936184	1.56765822040084	3.69742467863438	2.56062722799844	1.43216411228979	1.40008022011675	1.26349604313832	Up_muscle_Down_hemocytes
XM_027351141.1	-1.92574027032304	3.97808385541469	1.80780908989274e-06	5.52268630302156e-06	402	324	232	706	671	264	355	478	503	599	625	487	34.2011592137922	23.1661605301306	21.075766286105	26.7024417319402	32.8818514603825	11.7649481976547	4.71625990035845	11.4023806218531	11.1999608320279	4.33265809728073	3.95950288494556	3.8944466646099	Up_muscle_Down_hemocytes
XM_027351146.1	2.44398038492801	0.618103393950323	2.49097573134892e-05	6.57529216874425e-05	14	4	2	9	10	6	303	115	216	155	168	130	1.19108514674898	0.286001981853464	0.181687640397457	0.340399398849096	0.490042495683792	0.267385186310334	4.0254274642496	2.74325056801906	4.80952592389272	1.12113857275211	1.06431437547337	1.03958535194925	Down_muscle_Up_hemocytes
XM_027351152.1	1.603862000211	1.86534390989968	0.0101264983967298	0.0178031048197488	9	4	2	58	55	97	303	128	123	1111	1184	857	0.765697594338631	0.286001981853464	0.181687640397457	2.19368501480529	2.69523372626086	4.32272717868373	4.0254274642496	3.05335715396904	2.73875781777224	8.03603196340383	7.50088226524087	6.85326651246547	Down_muscle_Up_hemocytes
XM_027351188.1	7.43349510227075	7.12004088938029	9.47600853044626e-12	4.86029984625735e-11	10	25	9	37	53	47	48322	28140	12910	2577	3038	2501	0.850775104820702	1.78751238658415	0.817594381788554	1.39941975082406	2.5972252271241	2.09451729276428	641.969326493298	671.261486817881	287.458239247477	18.6398329160141	19.2463516231434	20.0000228094237	Down_muscle_Up_hemocytes
XM_027351221.1	1.82308041895288	-0.239168090389525	9.51961245014356e-05	0.000232930173086974	8	4	0	12	5	8	64	41	43	208	235	185	0.680620083856561	0.286001981853464	0	0.453865865132128	0.245021247841896	0.356513581747111	0.850255305980114	0.978028463380708	0.957451920034198	1.50449563311251	1.48877308473953	1.47940992392779	Down_muscle_Up_hemocytes
XM_027351224.1	1.70264261841054	0.926614013641124	1.27639436243693e-06	3.95688436436662e-06	4	8	8	34	13	32	206	123	120	348	554	315	0.340310041928281	0.572003963706928	0.726750561589826	1.28595328454103	0.63705524438893	1.42605432698845	2.73675926612349	2.93408539014212	2.67195884660706	2.51713692463054	3.50970335721574	2.51899527587704	Down_muscle_Up_hemocytes
XM_027351257.1	1.90884311599368	0.881130106689342	4.35374389083968e-08	1.58190972660634e-07	6	10	4	25	20	18	273	139	169	283	328	256	0.510465062892421	0.71500495463366	0.363375280794913	0.945553885691934	0.980084991367585	0.802155558931001	3.62687028957142	3.31575503438825	3.76300870897162	2.04698203928288	2.07794711401943	2.04718346230007	Down_muscle_Up_hemocytes
XM_027351271.1	2.494749861888	-0.562693922324869	0.00306722425932356	0.00590866609160975	0	11	0	3	4	0	165	38	74	56	85	63	0	0.786505450097025	0	0.113466466283032	0.196016998273517	0	2.19206446072998	0.906465405084558	1.64770795540769	0.405056516607214	0.538492392352596	0.503799055175408	Down_muscle_Up_hemocytes
XM_027351282.1	5.5494554580019	3.03620055160929	9.34658348962191e-11	4.41358778290375e-10	0	0	0	14	6	24	1100	381	327	3035	3471	2527	0	0	0	0.529510175987483	0.294025497410275	1.06954074524133	14.6137630715332	9.08850840361097	7.28108785700425	21.9526165696945	21.9894952218337	20.2079398798136	Down_muscle_Up_hemocytes
XM_027351285.1	-6.32304664992621	3.68441459852949	2.20291159117856e-66	2.73695724585554e-64	333	336	270	707	404	662	30	4	15	50	38	53	28.3308109905294	24.024166475691	24.5278314536566	26.7402638873679	19.7977168256252	29.5014988895735	0.398557174678179	0.0954174110615325	0.333994855825883	0.361657604113583	0.24073777540469	0.423830951179311	Up_muscle_Down_hemocytes
XM_027351289.1	1.90401592797706	-0.260821540103788	1.55762800821239e-05	4.21148650350602e-05	4	4	8	8	6	2	95	52	81	126	155	128	0.340310041928281	0.286001981853464	0.726750561589826	0.302577243421419	0.294025497410275	0.0891283954367778	1.26209771981423	1.24042634379992	1.80357222145977	0.91137716236623	0.981956715466499	1.02359173115004	Down_muscle_Up_hemocytes
XM_027351290.1	1.60093608991446	-0.0864282189746798	0.000192605545529011	0.000450104668760912	2	2	10	14	12	6	106	60	77	152	148	167	0.17015502096414	0.143000990926732	0.908438201987283	0.529510175987483	0.588050994820551	0.267385186310334	1.40823535052956	1.43126116592299	1.71450692657287	1.09943911650529	0.937610283155108	1.33546733673481	Down_muscle_Up_hemocytes
XM_027351292.1	1.88836093990822	-0.231937225469492	6.89012143287493e-05	0.000171409183469091	2	2	0	13	14	8	81	56	78	138	171	155	0.17015502096414	0.143000990926732	0	0.491688020559805	0.686059493957309	0.356513581747111	1.07610437163108	1.33584375486145	1.73677325029459	0.99817498735349	1.0833199893211	1.2395056119395	Down_muscle_Up_hemocytes
XM_027351300.1	2.70476328441961	3.70464575423713	2.14893195638027e-13	1.27787556904267e-12	22	58	46	108	32	107	1353	597	768	3995	4462	3525	1.87170523060554	4.14702873687523	4.1788157291415	4.08479278618915	1.56813598618814	4.76836915586761	17.9749285779859	14.2410486009337	17.1005366182852	28.8964425686753	28.2676829962033	28.188756658624	Down_muscle_Up_hemocytes
XM_027351303.1	3.29895161652245	0.904751438794252	9.57547982851235e-22	1.01354355141003e-20	4	6	2	10	5	8	211	138	111	488	651	398	0.340310041928281	0.429002972780196	0.181687640397457	0.378221554276773	0.245021247841896	0.356513581747111	2.80318546190319	3.29190068162287	2.47156193311154	3.52977821614857	4.12421820495929	3.18273053904464	Down_muscle_Up_hemocytes
XM_027351310.1	5.11830415215144	4.38943501089776	1.27352728406262e-10	5.94359177758912e-10	6	1	3	31	6	102	3154	872	1660	6686	7525	5947	0.510465062892421	0.071500495463366	0.272531460596185	1.172486818258	0.294025497410275	4.54554816727567	41.9016442978325	20.8009956114141	36.9620973780644	48.3608548220684	47.6724147347445	47.5570314464786	Down_muscle_Up_hemocytes
XM_027351312.1	1.56315225909942	5.34560742450947	7.23089849754324e-08	2.57038355758502e-07	233	356	309	547	354	267	4076	3633	2506	7694	8745	7024	19.8230599423223	25.4541763849583	28.070740441407	20.6887190189395	17.3475043472062	11.8986407908098	54.1506347996085	86.6628635966369	55.7994072466442	55.6518721209982	55.4013643661583	56.1695962468582	Down_muscle_Up_hemocytes
XM_027351314.1	1.6064778077289	3.3808034657471	1.38280146890473e-06	4.27123108799755e-06	60	88	26	146	118	124	869	399	494	2815	3228	2571	5.10465062892421	6.2920436007762	2.36193932516694	5.52203469244089	5.78250144906875	5.52596051708023	11.5448728265112	9.51788675338786	10.9995639185324	20.3613231115947	20.4500405001668	20.5597995373964	Down_muscle_Up_hemocytes
XM_027351315.1	1.60476797698571	3.48984464837386	9.49772924304188e-06	2.64107868585847e-05	50	115	30	129	101	180	1002	428	458	3217	3601	2623	4.25387552410351	8.22255697828708	2.72531460596185	4.87905805017038	4.9494292064063	8.02155558931001	13.3118096342512	10.209662983584	10.1979762645503	23.269050248668	22.8130718219023	20.9756336781761	Down_muscle_Up_hemocytes
XM_027351316.1	1.61736495917298	3.4381761885887	1.99151115019526e-07	6.73325447531011e-07	69	76	31	154	109	143	889	450	549	2911	3340	2558	5.87034822326284	5.43403765521581	2.81615842616058	5.82461193586231	5.34146320295334	6.37268027372962	11.81057760963	10.7344587444224	12.2242117232273	21.0557057114928	21.1595834171491	20.4558410022015	Down_muscle_Up_hemocytes
XM_027351317.1	1.62264405594147	3.36256683035555	7.62918175925198e-07	2.42620872199671e-06	47	83	34	110	124	150	848	402	476	2756	3275	2547	3.9986429926573	5.93454112345937	3.08868988675676	4.16043709704451	6.07652694647902	6.68462965775834	11.2658828042365	9.58944981168401	10.5987700915414	19.9345671387407	20.7477951171147	20.3678760878058	Down_muscle_Up_hemocytes
XM_027351318.1	1.63725350509377	3.48080888323382	2.28714789504707e-06	6.88673685009819e-06	41	117	41	99	127	152	910	430	550	3026	3489	2763	3.48817792976488	8.36555796921382	3.72459662814786	3.74439338734006	6.22353969518416	6.77375805319512	12.0895676319047	10.2573716891147	12.246478046949	21.8875182009541	22.1035289049201	22.0951871341215	Down_muscle_Up_hemocytes
XM_027351331.1	-2.75533966939197	1.35409754124001	4.99184384002692e-12	2.62343431707698e-11	24	76	79	144	90	56	40	36	19	136	86	79	2.04186025156968	5.43403765521581	7.17666179569953	5.44639038158554	4.41038246115413	2.49559507222978	0.531409566237571	0.858756699553792	0.423060150712785	0.983708683188947	0.544827596968509	0.631748021569162	Up_muscle_Down_hemocytes
XM_027351332.1	-2.81926593662746	1.28451728741331	3.65775471166898e-13	2.14127571112662e-12	34	106	59	135	61	45	35	20	33	95	97	83	2.89263535639039	7.57905251911679	5.35978539172497	5.10599098273644	2.98925922367113	2.0053888973275	0.464983370457875	0.477087055307662	0.734788682816943	0.687149447815809	0.614514847743551	0.663735263167601	Up_muscle_Down_hemocytes
XM_027351335.1	-4.91171068874554	4.67398082882813	1.36606820450122e-06	4.22260261183625e-06	180	72	26	2822	94	3638	95	59	175	131	177	152	15.3139518867726	5.14803567336235	2.36193932516694	106.734122616905	4.60639945942765	162.124551299499	1.26209771981423	1.4074068131576	3.89660665130197	0.947542922777589	1.12133121701658	1.21551518074067	Up_muscle_Down_hemocytes
XM_027351341.1	2.4414137455868	-0.455546783186318	1.05894192826636e-06	3.31084286734049e-06	1	2	1	7	0	12	94	36	50	145	197	143	0.0850775104820702	0.143000990926732	0.0908438201987283	0.264755087993741	0	0.534770372620667	1.24881248065829	0.858756699553792	1.11331618608628	1.04880705192939	1.24803530933484	1.14354388714418	Down_muscle_Up_hemocytes
XM_027351343.1	3.35330076423789	-0.482187472731721	1.44872093751572e-10	6.7146982388224e-10	1	2	4	0	2	2	121	42	58	141	152	124	0.0850775104820702	0.143000990926732	0.363375280794913	0	0.0980084991367585	0.0891283954367778	1.60751393786865	1.00188281614609	1.29144677586008	1.01987444360031	0.96295110161876	0.991604489551597	Down_muscle_Up_hemocytes
XM_027351347.1	9.23450666187427	6.6519077493919	4.35933904587985e-30	8.35126673205455e-29	3	4	2	2	8	17	12768	22014	11932	11385	12980	9827	0.25523253144621	0.286001981853464	0.181687640397457	0.0756443108553547	0.392033996547034	0.757591361212612	169.625933543033	525.129721777144	265.681774647629	82.349436456663	82.2309559145494	78.584655796964	Down_muscle_Up_hemocytes
XM_027351349.1	2.54497899363211	2.50609583807675	1.4619881030042e-05	3.97304348144931e-05	35	2	28	17	52	23	327	278	249	1893	2113	1699	2.97771286687246	0.143000990926732	2.54362696556439	0.642976642270515	2.54822097755572	1.02497654752295	4.34427320399215	6.63151006877651	5.54431460670966	13.6923568917403	13.3862873534239	13.5865808689368	Down_muscle_Up_hemocytes
XM_027351352.1	6.20266374073897	3.85354855811937	2.97691347321293e-10	1.33481295433447e-09	5	4	6	2	0	22	2026	3413	1923	854	993	807	0.425387552410351	0.286001981853464	0.54506292119237	0.0756443108553547	0	0.980412349804556	26.915894529933	81.4149059882526	42.8181405168782	6.17711187826001	6.2908581836015	6.45342599248499	Down_muscle_Up_hemocytes
XM_027351359.1	-5.51517849859824	2.20447853770214	4.81329683724658e-22	5.2155596635262e-21	50	116	84	380	293	122	13	24	6	17	20	14	4.25387552410351	8.29405747375045	7.63088089669318	14.3724190625174	14.3582451235351	5.43683212164345	0.172708109027211	0.572504466369195	0.133597942330353	0.122963585398618	0.126704092318258	0.111955345594535	Up_muscle_Down_hemocytes
XM_027351415.1	-10.2010446394907	5.19215754026112	4.75178076303287e-24	5.9968972805258e-23	751	3291	546	1280	457	437	4	5	7	4	4	2	63.8932103720347	235.308130569937	49.6007258285056	48.412358947427	22.3949420527493	19.474554402936	0.0531409566237571	0.119271763826916	0.155864266052079	0.0289326083290867	0.0253408184636516	0.0159936207992193	Up_muscle_Down_hemocytes
XM_027351416.1	4.88594879335166	3.08345080823469	6.40510463390293e-12	3.34010285248801e-11	10	0	10	19	6	12	275	1350	1307	1498	1681	1355	0.850775104820702	0	0.908438201987283	0.718620953125869	0.294025497410275	0.534770372620667	3.6534407678833	32.2033762332672	29.1020851042953	10.835261819243	10.6494789593496	10.8356780914711	Down_muscle_Up_hemocytes
XM_027351417.1	5.30990787458177	3.03196365888361	5.84812980187803e-17	4.48134832782234e-16	6	2	8	14	3	8	230	1331	1185	1511	1737	1433	0.510465062892421	0.143000990926732	0.726750561589826	0.529510175987483	0.147012748705138	0.356513581747111	3.05560500586604	31.7501435307249	26.3855936102448	10.9292927963125	11.0042504178407	11.4594293026406	Down_muscle_Up_hemocytes
